#parent	child	edge_length
00260 Glycine, serine and threonine metabolism	K15634	1
00260 Glycine, serine and threonine metabolism	K15633	1
00260 Glycine, serine and threonine metabolism	K15635	1
ko04147	K01689	1
ko04147	K00873	1
ko04147	K12406	1
09102 Energy metabolism	00720 Carbon fixation pathways in prokaryotes	1
00720 Carbon fixation pathways in prokaryotes	K01006	1
00680 Methane metabolism	K01007	1
09101 Carbohydrate metabolism	00620 Pyruvate metabolism	1
00620 Pyruvate metabolism	K00163	1
09160 Human Diseases	09166 Cardiovascular disease	1
09166 Cardiovascular disease	05415 Diabetic cardiomyopathy	1
05415 Diabetic cardiomyopathy	K00161	1
05415 Diabetic cardiomyopathy	K00162	1
00620 Pyruvate metabolism	K00627	1
ko04147	K00382	1
09100 Metabolism	09112 Not included in regular maps	1
09112 Not included in regular maps	09113 Global maps only	1
09113 Global maps only	K13997	1
09100 Metabolism	09111 Xenobiotics biodegradation and metabolism	1
09111 Xenobiotics biodegradation and metabolism	00633 Nitrotoluene degradation	1
00633 Nitrotoluene degradation	K00169	1
00633 Nitrotoluene degradation	K00170	1
00633 Nitrotoluene degradation	K00172	1
00633 Nitrotoluene degradation	K00189	1
00633 Nitrotoluene degradation	K00171	1
00720 Carbon fixation pathways in prokaryotes	K03737	1
00720 Carbon fixation pathways in prokaryotes	K00174	1
00720 Carbon fixation pathways in prokaryotes	K00175	1
ko04147	K00016	1
00010 Glycolysis / Gluconeogenesis	K01568	1
09167 Endocrine and metabolic disease	04936 Alcoholic liver disease	1
04936 Alcoholic liver disease	K13951	1
04936 Alcoholic liver disease	K13980	1
04936 Alcoholic liver disease	K00121	1
04936 Alcoholic liver disease	K13952	1
09160 Human Diseases	09174 Infectious disease: parasitic	1
09174 Infectious disease: parasitic	05146 Amoebiasis	1
05146 Amoebiasis	K04072	1
09111 Xenobiotics biodegradation and metabolism	00982 Drug metabolism - cytochrome P450	1
00982 Drug metabolism - cytochrome P450	K13953	1
09111 Xenobiotics biodegradation and metabolism	00626 Naphthalene degradation	1
00626 Naphthalene degradation	K13954	1
09105 Amino acid metabolism	00350 Tyrosine metabolism	1
00350 Tyrosine metabolism	K18857	1
00982 Drug metabolism - cytochrome P450	K00001	1
ko04147	K00002	1
09100 Metabolism	09109 Metabolism of terpenoids and polyketides	1
09109 Metabolism of terpenoids and polyketides	00281 Geraniol degradation	1
00281 Geraniol degradation	K12957	1
09100 Metabolism	09103 Lipid metabolism	1
09103 Lipid metabolism	00561 Glycerolipid metabolism	1
00561 Glycerolipid metabolism	K13979	1
09111 Xenobiotics biodegradation and metabolism	00625 Chloroalkane and chloroalkene degradation	1
00625 Chloroalkane and chloroalkene degradation	K14028	1
00625 Chloroalkane and chloroalkene degradation	K14029	1
00625 Chloroalkane and chloroalkene degradation	K00114	1
00620 Pyruvate metabolism	K04022	1
00620 Pyruvate metabolism	K22473	1
00620 Pyruvate metabolism	K22474	1
04936 Alcoholic liver disease	K00128	1
04936 Alcoholic liver disease	K14085	1
04936 Alcoholic liver disease	K00149	1
00982 Drug metabolism - cytochrome P450	K00129	1
00620 Pyruvate metabolism	K00138	1
09180 Brite Hierarchies	09181 Protein families: metabolism	1
09181 Protein families: metabolism	ko01004	1
ko01004	K01895	1
ko01004	K01913	1
ko01004	K01905	1
ko01004	K22224	1
ko01004	K24012	1
09101 Carbohydrate metabolism	00052 Galactose metabolism	1
00052 Galactose metabolism	K01785	1
00010 Glycolysis / Gluconeogenesis	K01085	1
00010 Glycolysis / Gluconeogenesis	K20866	1
09110 Biosynthesis of other secondary metabolites	00521 Streptomycin biosynthesis	1
00521 Streptomycin biosynthesis	K01835	1
00521 Streptomycin biosynthesis	K15778	1
09100 Metabolism	09104 Nucleotide metabolism	1
09104 Nucleotide metabolism	00230 Purine metabolism	1
00230 Purine metabolism	K15779	1
09167 Endocrine and metabolic disease	04931 Insulin resistance	1
04931 Insulin resistance	K01084	1
00520 Amino sugar and nucleotide sugar metabolism	K00886	1
00010 Glycolysis / Gluconeogenesis	K08074	1
00010 Glycolysis / Gluconeogenesis	K01792	1
00260 Glycine, serine and threonine metabolism	K01837	1
09101 Carbohydrate metabolism	00562 Inositol phosphate metabolism	1
00562 Inositol phosphate metabolism	K03103	1
00010 Glycolysis / Gluconeogenesis	K11389	1
09101 Carbohydrate metabolism	00030 Pentose phosphate pathway	1
00030 Pentose phosphate pathway	K00131	1
00030 Pentose phosphate pathway	K18978	1
04931 Insulin resistance	K01596	1
00710 Carbon fixation in photosynthetic organisms	K01610	1
09101 Carbohydrate metabolism	00500 Starch and sucrose metabolism	1
00500 Starch and sucrose metabolism	K01222	1
00500 Starch and sucrose metabolism	K01223	1
09183 Protein families: signaling and cellular processes	ko02000	1
ko02000	K02777	1
ko02000	K02779	1
ko02000	K02791	1
ko02000	K20118	1
ko02000	K02753	1
09101 Carbohydrate metabolism	00630 Glyoxylate and dicarboxylate metabolism	1
00630 Glyoxylate and dicarboxylate metabolism	K01647	1
ko04147	K01648	1
00720 Carbon fixation pathways in prokaryotes	K15230	1
00720 Carbon fixation pathways in prokaryotes	K15231	1
09101 Carbohydrate metabolism	00020 Citrate cycle (TCA cycle)	1
00020 Citrate cycle (TCA cycle)	K05942	1
00720 Carbon fixation pathways in prokaryotes	K01681	1
00720 Carbon fixation pathways in prokaryotes	K01682	1
09160 Human Diseases	09161 Cancer: overview	1
09161 Cancer: overview	05230 Central carbon metabolism in cancer	1
05230 Central carbon metabolism in cancer	K00031	1
00020 Citrate cycle (TCA cycle)	K00030	1
09105 Amino acid metabolism	00300 Lysine biosynthesis	1
00300 Lysine biosynthesis	K17753	1
00020 Citrate cycle (TCA cycle)	K00164	1
09105 Amino acid metabolism	00380 Tryptophan metabolism	1
00380 Tryptophan metabolism	K00658	1
00630 Glyoxylate and dicarboxylate metabolism	K01616	1
00720 Carbon fixation pathways in prokaryotes	K00177	1
00720 Carbon fixation pathways in prokaryotes	K00176	1
00720 Carbon fixation pathways in prokaryotes	K01902	1
00720 Carbon fixation pathways in prokaryotes	K01903	1
09101 Carbohydrate metabolism	00640 Propanoate metabolism	1
00640 Propanoate metabolism	K01899	1
ko04147	K01900	1
09101 Carbohydrate metabolism	00650 Butanoate metabolism	1
00650 Butanoate metabolism	K18118	1
09167 Endocrine and metabolic disease	04932 Non-alcoholic fatty liver disease	1
04932 Non-alcoholic fatty liver disease	K00234	1
04932 Non-alcoholic fatty liver disease	K00235	1
04932 Non-alcoholic fatty liver disease	K00236	1
04932 Non-alcoholic fatty liver disease	K00237	1
09102 Energy metabolism	00190 Oxidative phosphorylation	1
00190 Oxidative phosphorylation	K25801	1
09160 Human Diseases	09171 Infectious disease: bacterial	1
09171 Infectious disease: bacterial	05134 Legionellosis	1
05134 Legionellosis	K00239	1
00720 Carbon fixation pathways in prokaryotes	K00240	1
00720 Carbon fixation pathways in prokaryotes	K00241	1
00720 Carbon fixation pathways in prokaryotes	K00242	1
00720 Carbon fixation pathways in prokaryotes	K18859	1
00720 Carbon fixation pathways in prokaryotes	K18860	1
ko00001	09130 Environmental Information Processing	1
09130 Environmental Information Processing	09132 Signal transduction	1
09132 Signal transduction	02020 Two-component system	1
02020 Two-component system	K00244	1
02020 Two-component system	K00245	1
02020 Two-component system	K00246	1
02020 Two-component system	K00247	1
00720 Carbon fixation pathways in prokaryotes	K00233	1
00720 Carbon fixation pathways in prokaryotes	K25995	1
00720 Carbon fixation pathways in prokaryotes	K25996	1
00720 Carbon fixation pathways in prokaryotes	K01676	1
00720 Carbon fixation pathways in prokaryotes	K01677	1
00720 Carbon fixation pathways in prokaryotes	K01678	1
09167 Endocrine and metabolic disease	04934 Cushing syndrome	1
04934 Cushing syndrome	K01679	1
00720 Carbon fixation pathways in prokaryotes	K01675	1
00720 Carbon fixation pathways in prokaryotes	K01774	1
ko00001	09150 Organismal Systems	1
09150 Organismal Systems	09155 Excretory system	1
09155 Excretory system	04964 Proximal tubule bicarbonate reclamation	1
04964 Proximal tubule bicarbonate reclamation	K00025	1
09105 Amino acid metabolism	00270 Cysteine and methionine metabolism	1
00270 Cysteine and methionine metabolism	K00026	1
00270 Cysteine and methionine metabolism	K00024	1
00620 Pyruvate metabolism	K00116	1
00720 Carbon fixation pathways in prokaryotes	K01958	1
00720 Carbon fixation pathways in prokaryotes	K01959	1
00720 Carbon fixation pathways in prokaryotes	K01960	1
ko04147	K00036	1
00030 Pentose phosphate pathway	K19243	1
00030 Pentose phosphate pathway	K01057	1
00030 Pentose phosphate pathway	K07404	1
00030 Pentose phosphate pathway	K13937	1
09100 Metabolism	09106 Metabolism of other amino acids	1
09106 Metabolism of other amino acids	00480 Glutathione metabolism	1
00480 Glutathione metabolism	K00033	1
00710 Carbon fixation in photosynthetic organisms	K01783	1
09109 Metabolism of terpenoids and polyketides	01051 Biosynthesis of ansamycins	1
01051 Biosynthesis of ansamycins	K00615	1
00030 Pentose phosphate pathway	K00616	1
00710 Carbon fixation in photosynthetic organisms	K01807	1
00710 Carbon fixation in photosynthetic organisms	K01808	1
00680 Methane metabolism	K13812	1
00680 Methane metabolism	K08093	1
00680 Methane metabolism	K08094	1
00680 Methane metabolism	K13831	1
00710 Carbon fixation in photosynthetic organisms	K01621	1
00030 Pentose phosphate pathway	K01619	1
00030 Pentose phosphate pathway	K00852	1
00230 Purine metabolism	K01839	1
00230 Purine metabolism	K22199	1
00030 Pentose phosphate pathway	K05774	1
00230 Purine metabolism	K00948	1
00030 Pentose phosphate pathway	K01690	1
00630 Glyoxylate and dicarboxylate metabolism	K01625	1
00030 Pentose phosphate pathway	K17463	1
00052 Galactose metabolism	K11395	1
00030 Pentose phosphate pathway	K00034	1
00030 Pentose phosphate pathway	K22969	1
00030 Pentose phosphate pathway	K21840	1
00052 Galactose metabolism	K18124	1
00052 Galactose metabolism	K18125	1
00030 Pentose phosphate pathway	K00115	1
00030 Pentose phosphate pathway	K19813	1
00030 Pentose phosphate pathway	K00117	1
ko04147	K01053	1
00030 Pentose phosphate pathway	K06151	1
00030 Pentose phosphate pathway	K06152	1
00260 Glycine, serine and threonine metabolism	K00090	1
00030 Pentose phosphate pathway	K22229	1
00030 Pentose phosphate pathway	K11441	1
00480 Glutathione metabolism	K00032	1
00030 Pentose phosphate pathway	K00851	1
00030 Pentose phosphate pathway	K25031	1
00052 Galactose metabolism	K05308	1
00030 Pentose phosphate pathway	K00874	1
00052 Galactose metabolism	K18126	1
00052 Galactose metabolism	K18127	1
00030 Pentose phosphate pathway	K03738	1
00030 Pentose phosphate pathway	K18020	1
00030 Pentose phosphate pathway	K18021	1
00030 Pentose phosphate pathway	K18022	1
00030 Pentose phosphate pathway	K18128	1
00260 Glycine, serine and threonine metabolism	K11529	1
00030 Pentose phosphate pathway	K22345	1
ko02000	K17464	1
ko02000	K17465	1
ko02000	K17466	1
ko02000	K17467	1
00030 Pentose phosphate pathway	K17468	1
02020 Two-component system	K01051	1
09101 Carbohydrate metabolism	00040 Pentose and glucuronate interconversions	1
00040 Pentose and glucuronate interconversions	K22539	1
ko00001	09140 Cellular Processes	1
09140 Cellular Processes	09145 Cellular community - prokaryotes	1
09145 Cellular community - prokaryotes	02024 Quorum sensing	1
02024 Quorum sensing	K01728	1
00040 Pentose and glucuronate interconversions	K19551	1
00040 Pentose and glucuronate interconversions	K01731	1
00040 Pentose and glucuronate interconversions	K22994	1
00040 Pentose and glucuronate interconversions	K01730	1
00040 Pentose and glucuronate interconversions	K01815	1
00040 Pentose and glucuronate interconversions	K00065	1
00040 Pentose and glucuronate interconversions	K01184	1
00040 Pentose and glucuronate interconversions	K01213	1
00040 Pentose and glucuronate interconversions	K22933	1
00040 Pentose and glucuronate interconversions	K01812	1
00040 Pentose and glucuronate interconversions	K00041	1
00040 Pentose and glucuronate interconversions	K01685	1
00040 Pentose and glucuronate interconversions	K16849	1
00040 Pentose and glucuronate interconversions	K16850	1
00040 Pentose and glucuronate interconversions	K01686	1
00040 Pentose and glucuronate interconversions	K08323	1
00040 Pentose and glucuronate interconversions	K08322	1
00040 Pentose and glucuronate interconversions	K00040	1
00040 Pentose and glucuronate interconversions	K21619	1
00040 Pentose and glucuronate interconversions	K18106	1
00040 Pentose and glucuronate interconversions	K19634	1
00040 Pentose and glucuronate interconversions	K18102	1
00040 Pentose and glucuronate interconversions	K18103	1
00040 Pentose and glucuronate interconversions	K18107	1
09140 Cellular Processes	09141 Transport and catabolism	1
09141 Transport and catabolism	04142 Lysosome	1
04142 Lysosome	K01195	1
ko04147	K14756	1
09181 Protein families: metabolism	ko01003	1
ko01003	K00699	1
00520 Amino sugar and nucleotide sugar metabolism	K16190	1
00520 Amino sugar and nucleotide sugar metabolism	K12447	1
09100 Metabolism	09107 Glycan biosynthesis and metabolism	1
09107 Glycan biosynthesis and metabolism	00541 O-Antigen nucleotide sugar biosynthesis	1
00541 O-Antigen nucleotide sugar biosynthesis	K00012	1
00541 O-Antigen nucleotide sugar biosynthesis	K00963	1
00040 Pentose and glucuronate interconversions	K13247	1
09101 Carbohydrate metabolism	00053 Ascorbate and aldarate metabolism	1
00053 Ascorbate and aldarate metabolism	K08092	1
00053 Ascorbate and aldarate metabolism	K00880	1
00053 Ascorbate and aldarate metabolism	K03078	1
00053 Ascorbate and aldarate metabolism	K03079	1
00053 Ascorbate and aldarate metabolism	K03077	1
00040 Pentose and glucuronate interconversions	K01804	1
00040 Pentose and glucuronate interconversions	K00853	1
00040 Pentose and glucuronate interconversions	K24707	1
00040 Pentose and glucuronate interconversions	K00854	1
00051 Fructose and mannose metabolism	K01805	1
09100 Metabolism	09108 Metabolism of cofactors and vitamins	1
09108 Metabolism of cofactors and vitamins	00790 Folate biosynthesis	1
00790 Folate biosynthesis	K00011	1
00051 Fructose and mannose metabolism	K00594	1
00040 Pentose and glucuronate interconversions	K17743	1
00040 Pentose and glucuronate interconversions	K26066	1
00040 Pentose and glucuronate interconversions	K03331	1
00040 Pentose and glucuronate interconversions	K25879	1
00040 Pentose and glucuronate interconversions	K25880	1
00040 Pentose and glucuronate interconversions	K25881	1
00051 Fructose and mannose metabolism	K01820	1
00051 Fructose and mannose metabolism	K00848	1
00051 Fructose and mannose metabolism	K01629	1
00040 Pentose and glucuronate interconversions	K17738	1
00040 Pentose and glucuronate interconversions	K17818	1
00051 Fructose and mannose metabolism	K00007	1
00040 Pentose and glucuronate interconversions	K09988	1
00040 Pentose and glucuronate interconversions	K05351	1
00051 Fructose and mannose metabolism	K00008	1
00040 Pentose and glucuronate interconversions	K22185	1
09111 Xenobiotics biodegradation and metabolism	00980 Metabolism of xenobiotics by cytochrome P450	1
00980 Metabolism of xenobiotics by cytochrome P450	K00078	1
00040 Pentose and glucuronate interconversions	K14273	1
00040 Pentose and glucuronate interconversions	K14274	1
00040 Pentose and glucuronate interconversions	K24442	1
00053 Ascorbate and aldarate metabolism	K24443	1
00040 Pentose and glucuronate interconversions	K14275	1
00040 Pentose and glucuronate interconversions	K22186	1
00040 Pentose and glucuronate interconversions	K22396	1
00040 Pentose and glucuronate interconversions	K22397	1
00053 Ascorbate and aldarate metabolism	K14259	1
09106 Metabolism of other amino acids	00470 D-Amino acid metabolism	1
00470 D-Amino acid metabolism	K13877	1
00470 D-Amino acid metabolism	K19588	1
00040 Pentose and glucuronate interconversions	K22187	1
00040 Pentose and glucuronate interconversions	K00875	1
00040 Pentose and glucuronate interconversions	K22935	1
00040 Pentose and glucuronate interconversions	K00039	1
00040 Pentose and glucuronate interconversions	K21680	1
00040 Pentose and glucuronate interconversions	K05352	1
00040 Pentose and glucuronate interconversions	K21681	1
00040 Pentose and glucuronate interconversions	K21030	1
09107 Glycan biosynthesis and metabolism	00515 Mannose type O-glycan biosynthesis	1
00515 Mannose type O-glycan biosynthesis	K21031	1
00051 Fructose and mannose metabolism	K01818	1
00051 Fructose and mannose metabolism	K00879	1
00051 Fructose and mannose metabolism	K01628	1
02024 Quorum sensing	K01218	1
00051 Fructose and mannose metabolism	K19355	1
00520 Amino sugar and nucleotide sugar metabolism	K00847	1
00541 O-Antigen nucleotide sugar biosynthesis	K01809	1
09145 Cellular community - prokaryotes	02025 Biofilm formation - Pseudomonas aeruginosa	1
02025 Biofilm formation - Pseudomonas aeruginosa	K16011	1
00520 Amino sugar and nucleotide sugar metabolism	K17497	1
00541 O-Antigen nucleotide sugar biosynthesis	K01840	1
00520 Amino sugar and nucleotide sugar metabolism	K16881	1
00541 O-Antigen nucleotide sugar biosynthesis	K00971	1
00520 Amino sugar and nucleotide sugar metabolism	K00966	1
00541 O-Antigen nucleotide sugar biosynthesis	K01711	1
00541 O-Antigen nucleotide sugar biosynthesis	K02377	1
00520 Amino sugar and nucleotide sugar metabolism	K00976	1
00230 Purine metabolism	K18447	1
00520 Amino sugar and nucleotide sugar metabolism	K05305	1
00053 Ascorbate and aldarate metabolism	K00064	1
00051 Fructose and mannose metabolism	K18333	1
00051 Fructose and mannose metabolism	K07046	1
00051 Fructose and mannose metabolism	K18334	1
00051 Fructose and mannose metabolism	K18335	1
00051 Fructose and mannose metabolism	K18336	1
00051 Fructose and mannose metabolism	K18337	1
00051 Fructose and mannose metabolism	K18338	1
00051 Fructose and mannose metabolism	K12661	1
00051 Fructose and mannose metabolism	K18339	1
00051 Fructose and mannose metabolism	K12660	1
00051 Fructose and mannose metabolism	K01813	1
00051 Fructose and mannose metabolism	K21883	1
ko01003	K05947	1
00051 Fructose and mannose metabolism	K07026	1
00051 Fructose and mannose metabolism	K18818	1
09150 Organismal Systems	09152 Endocrine system	1
09152 Endocrine system	04922 Glucagon signaling pathway	1
04922 Glucagon signaling pathway	K19028	1
09152 Endocrine system	04919 Thyroid hormone signaling pathway	1
04919 Thyroid hormone signaling pathway	K19029	1
09132 Signal transduction	04152 AMPK signaling pathway	1
04152 AMPK signaling pathway	K01103	1
04152 AMPK signaling pathway	K19030	1
00051 Fructose and mannose metabolism	K00900	1
05230 Central carbon metabolism in cancer	K14634	1
00051 Fructose and mannose metabolism	K00009	1
00051 Fructose and mannose metabolism	K00068	1
00051 Fructose and mannose metabolism	K19956	1
ko04147	K00846	1
09130 Environmental Information Processing	09131 Membrane transport	1
09131 Membrane transport	02060 Phosphotransferase system (PTS)	1
02060 Phosphotransferase system (PTS)	K00882	1
00051 Fructose and mannose metabolism	K08261	1
00051 Fructose and mannose metabolism	K17742	1
00051 Fructose and mannose metabolism	K19633	1
00051 Fructose and mannose metabolism	K00045	1
02020 Two-component system	K00066	1
ko01003	K19290	1
02025 Biofilm formation - Pseudomonas aeruginosa	K19291	1
00051 Fructose and mannose metabolism	K01795	1
00051 Fructose and mannose metabolism	K01729	1
09150 Organismal Systems	09151 Immune system	1
09151 Immune system	04622 RIG-I-like receptor signaling pathway	1
04622 RIG-I-like receptor signaling pathway	K00863	1
00051 Fructose and mannose metabolism	K03332	1
00541 O-Antigen nucleotide sugar biosynthesis	K22252	1
00541 O-Antigen nucleotide sugar biosynthesis	K15856	1
00051 Fructose and mannose metabolism	K00881	1
00051 Fructose and mannose metabolism	K17195	1
ko02000	K02768	1
ko02000	K02769	1
ko02000	K02770	1
ko02000	K11194	1
ko02000	K11195	1
ko02000	K11196	1
ko02000	K02771	1
ko02000	K02793	1
ko02000	K02794	1
ko02000	K02795	1
ko02000	K02796	1
ko02000	K25814	1
ko02000	K02798	1
ko02000	K02800	1
00051 Fructose and mannose metabolism	K19270	1
00051 Fructose and mannose metabolism	K24204	1
ko02000	K02781	1
ko02000	K02782	1
ko02000	K02783	1
ko02000	K02812	1
ko02000	K02813	1
ko02000	K02814	1
ko02000	K02815	1
ko04147	K00849	1
09152 Endocrine system	04917 Prolactin signaling pathway	1
04917 Prolactin signaling pathway	K00965	1
00541 O-Antigen nucleotide sugar biosynthesis	K01784	1
00541 O-Antigen nucleotide sugar biosynthesis	K17716	1
09107 Glycan biosynthesis and metabolism	00511 Other glycan degradation	1
00511 Other glycan degradation	K01190	1
00511 Other glycan degradation	K12111	1
00511 Other glycan degradation	K12112	1
00052 Galactose metabolism	K12308	1
ko04147	K12309	1
09182 Protein families: genetic information processing	ko03110	1
ko03110	K01229	1
00052 Galactose metabolism	K00704	1
ko04147	K07966	1
ko01003	K07967	1
00541 O-Antigen nucleotide sugar biosynthesis	K01854	1
00052 Galactose metabolism	K18819	1
00052 Galactose metabolism	K06617	1
04142 Lysosome	K01189	1
09107 Glycan biosynthesis and metabolism	00603 Glycosphingolipid biosynthesis - globo and isoglobo series	1
00603 Glycosphingolipid biosynthesis - globo and isoglobo series	K07406	1
00603 Glycosphingolipid biosynthesis - globo and isoglobo series	K07407	1
ko02000	K02773	1
ko02000	K02774	1
ko02000	K02775	1
00052 Galactose metabolism	K00094	1
00052 Galactose metabolism	K21620	1
00052 Galactose metabolism	K21621	1
00052 Galactose metabolism	K21622	1
00052 Galactose metabolism	K00917	1
02024 Quorum sensing	K01635	1
00052 Galactose metabolism	K08302	1
00052 Galactose metabolism	K16371	1
00052 Galactose metabolism	K00035	1
00052 Galactose metabolism	K22215	1
00052 Galactose metabolism	K04618	1
00052 Galactose metabolism	K01684	1
00052 Galactose metabolism	K00883	1
00052 Galactose metabolism	K01631	1
00052 Galactose metabolism	K01819	1
00052 Galactose metabolism	K01220	1
ko02000	K02786	1
ko02000	K02788	1
00500 Starch and sucrose metabolism	K01193	1
00052 Galactose metabolism	K06611	1
09150 Organismal Systems	09154 Digestive system	1
09154 Digestive system	04973 Carbohydrate digestion and absorption	1
04973 Carbohydrate digestion and absorption	K12047	1
00500 Starch and sucrose metabolism	K01187	1
ko04147	K12316	1
00500 Starch and sucrose metabolism	K12317	1
00500 Starch and sucrose metabolism	K01182	1
ko04147	K01203	1
ko02000	K02744	1
ko02000	K02745	1
ko02000	K02746	1
ko02000	K02747	1
00052 Galactose metabolism	K02079	1
00052 Galactose metabolism	K02082	1
ko02000	K10984	1
ko02000	K10985	1
ko02000	K10986	1
00562 Inositol phosphate metabolism	K00469	1
00053 Ascorbate and aldarate metabolism	K00103	1
00520 Amino sugar and nucleotide sugar metabolism	K10046	1
00053 Ascorbate and aldarate metabolism	K14190	1
09132 Signal transduction	04070 Phosphatidylinositol signaling system	1
04070 Phosphatidylinositol signaling system	K10047	1
04070 Phosphatidylinositol signaling system	K18649	1
00053 Ascorbate and aldarate metabolism	K17744	1
00053 Ascorbate and aldarate metabolism	K00225	1
00541 O-Antigen nucleotide sugar biosynthesis	K08679	1
00053 Ascorbate and aldarate metabolism	K19642	1
00053 Ascorbate and aldarate metabolism	K23003	1
00053 Ascorbate and aldarate metabolism	K23004	1
00053 Ascorbate and aldarate metabolism	K23005	1
00053 Ascorbate and aldarate metabolism	K23007	1
ko02000	K02821	1
ko02000	K02822	1
ko02000	K03475	1
00053 Ascorbate and aldarate metabolism	K03476	1
00053 Ascorbate and aldarate metabolism	K08232	1
00480 Glutathione metabolism	K00434	1
ko02000	K21888	1
00053 Ascorbate and aldarate metabolism	K00423	1
00053 Ascorbate and aldarate metabolism	K01706	1
00053 Ascorbate and aldarate metabolism	K01630	1
00053 Ascorbate and aldarate metabolism	K00062	1
00053 Ascorbate and aldarate metabolism	K00063	1
00053 Ascorbate and aldarate metabolism	K00107	1
00053 Ascorbate and aldarate metabolism	K19590	1
00053 Ascorbate and aldarate metabolism	K01683	1
00053 Ascorbate and aldarate metabolism	K13873	1
00053 Ascorbate and aldarate metabolism	K19660	1
00053 Ascorbate and aldarate metabolism	K13874	1
00053 Ascorbate and aldarate metabolism	K13875	1
00053 Ascorbate and aldarate metabolism	K13876	1
00053 Ascorbate and aldarate metabolism	K25260	1
00053 Ascorbate and aldarate metabolism	K01707	1
00053 Ascorbate and aldarate metabolism	K01708	1
00053 Ascorbate and aldarate metabolism	K20023	1
00053 Ascorbate and aldarate metabolism	K18981	1
00053 Ascorbate and aldarate metabolism	K18982	1
00053 Ascorbate and aldarate metabolism	K18983	1
ko02000	K02810	1
00500 Starch and sucrose metabolism	K00696	1
00500 Starch and sucrose metabolism	K07024	1
ko01003	K00695	1
00500 Starch and sucrose metabolism	K20811	1
ko01003	K00692	1
00500 Starch and sucrose metabolism	K18775	1
00500 Starch and sucrose metabolism	K01212	1
00500 Starch and sucrose metabolism	K05341	1
02020 Two-component system	K00689	1
00500 Starch and sucrose metabolism	K00690	1
09183 Protein families: signaling and cellular processes	ko00537	1
ko00537	K01513	1
ko01003	K00706	1
ko00537	K01199	1
ko00537	K19891	1
ko00537	K19892	1
ko00537	K19893	1
00500 Starch and sucrose metabolism	K01210	1
09110 Biosynthesis of other secondary metabolites	00999 Biosynthesis of various plant secondary metabolites	1
00999 Biosynthesis of various plant secondary metabolites	K01188	1
00999 Biosynthesis of various plant secondary metabolites	K05349	1
00999 Biosynthesis of various plant secondary metabolites	K05350	1
ko01003	K00694	1
02020 Two-component system	K01179	1
00500 Starch and sucrose metabolism	K19357	1
00500 Starch and sucrose metabolism	K01225	1
02020 Two-component system	K19668	1
00500 Starch and sucrose metabolism	K00702	1
ko02000	K02759	1
ko02000	K02760	1
ko02000	K02761	1
00541 O-Antigen nucleotide sugar biosynthesis	K00978	1
09145 Cellular community - prokaryotes	02026 Biofilm formation - Escherichia coli	1
02026 Biofilm formation - Escherichia coli	K00975	1
ko01003	K00703	1
ko01003	K13679	1
00500 Starch and sucrose metabolism	K20812	1
