#parent	child	edge_length
#parent	child'NA'
09101 Carbohydrate metabolism	00630 Glyoxylate and dicarboxylate metabolism	0.0
09101 Carbohydrate metabolism	00020 Citrate cycle (TCA cycle)	0.0
09160 Human Diseases	09161 Cancer: overview	0.0
09161 Cancer: overview	05230 Central carbon metabolism in cancer	0.0
09105 Amino acid metabolism	00300 Lysine biosynthesis	0.0
09105 Amino acid metabolism	00380 Tryptophan metabolism	0.0
09101 Carbohydrate metabolism	00640 Propanoate metabolism	0.0
09101 Carbohydrate metabolism	00650 Butanoate metabolism	0.0
09167 Endocrine and metabolic disease	04932 Non-alcoholic fatty liver disease	0.0
09102 Energy metabolism	00190 Oxidative phosphorylation	0.0
09160 Human Diseases	09171 Infectious disease: bacterial	0.0
09171 Infectious disease: bacterial	05134 Legionellosis	0.0
ko00001	09130 Environmental Information Processing	0.0
09130 Environmental Information Processing	09132 Signal transduction	0.0
09132 Signal transduction	02020 Two-component system	0.0
09167 Endocrine and metabolic disease	04934 Cushing syndrome	0.0
ko00001	09150 Organismal Systems	0.0
09150 Organismal Systems	09155 Excretory system	0.0
09155 Excretory system	04964 Proximal tubule bicarbonate reclamation	0.25
09105 Amino acid metabolism	00270 Cysteine and methionine metabolism	0.0
09100 Metabolism	09106 Metabolism of other amino acids	0.0
09106 Metabolism of other amino acids	00480 Glutathione metabolism	0.0
09109 Metabolism of terpenoids and polyketides	01051 Biosynthesis of ansamycins	0.0
09101 Carbohydrate metabolism	00040 Pentose and glucuronate interconversions	0.0
ko00001	09140 Cellular Processes	0.0
09140 Cellular Processes	09145 Cellular community - prokaryotes	0.0
09145 Cellular community - prokaryotes	02024 Quorum sensing	0.0
09140 Cellular Processes	09141 Transport and catabolism	0.0
09141 Transport and catabolism	04142 Lysosome	0.0
09181 Protein families: metabolism	ko01003	0.0
09100 Metabolism	09107 Glycan biosynthesis and metabolism	0.0
09107 Glycan biosynthesis and metabolism	00541 O-Antigen nucleotide sugar biosynthesis	0.0
09101 Carbohydrate metabolism	00053 Ascorbate and aldarate metabolism	0.0
09100 Metabolism	09108 Metabolism of cofactors and vitamins	0.0
09108 Metabolism of cofactors and vitamins	00790 Folate biosynthesis	0.0
09111 Xenobiotics biodegradation and metabolism	00980 Metabolism of xenobiotics by cytochrome P450	0.0
09106 Metabolism of other amino acids	00470 D-Amino acid metabolism	0.0
09107 Glycan biosynthesis and metabolism	00515 Mannose type O-glycan biosynthesis	0.25
09145 Cellular community - prokaryotes	02025 Biofilm formation - Pseudomonas aeruginosa	0.0
09150 Organismal Systems	09152 Endocrine system	0.0
09152 Endocrine system	04922 Glucagon signaling pathway	0.0
09152 Endocrine system	04919 Thyroid hormone signaling pathway	0.0
09132 Signal transduction	04152 AMPK signaling pathway	0.0
09130 Environmental Information Processing	09131 Membrane transport	0.0
09131 Membrane transport	02060 Phosphotransferase system (PTS)	0.25
09150 Organismal Systems	09151 Immune system	0.0
09151 Immune system	04622 RIG-I-like receptor signaling pathway	0.0
09152 Endocrine system	04917 Prolactin signaling pathway	0.0
09107 Glycan biosynthesis and metabolism	00511 Other glycan degradation	0.0
09182 Protein families: genetic information processing	ko03110	0.0
09107 Glycan biosynthesis and metabolism	00603 Glycosphingolipid biosynthesis - globo and isoglobo series	0.0
09150 Organismal Systems	09154 Digestive system	0.0
09154 Digestive system	04973 Carbohydrate digestion and absorption	0.0
09132 Signal transduction	04070 Phosphatidylinositol signaling system	0.0
09183 Protein families: signaling and cellular processes	ko00537	0.0
09110 Biosynthesis of other secondary metabolites	00999 Biosynthesis of various plant secondary metabolites	0.0
09145 Cellular community - prokaryotes	02026 Biofilm formation - Escherichia coli	0.0
09132 Signal transduction	04016 MAPK signaling pathway - plant	0.0
09160 Human Diseases	09175 Drug resistance: antimicrobial	0.0
09175 Drug resistance: antimicrobial	01501 beta-Lactam resistance	0.0
09181 Protein families: metabolism	ko01002	0.0
09110 Biosynthesis of other secondary metabolites	00525 Acarbose and validamycin biosynthesis	0.0
09181 Protein families: metabolism	ko01011	0.0
09181 Protein families: metabolism	ko01009	0.0
09145 Cellular community - prokaryotes	05111 Biofilm formation - Vibrio cholerae	0.0
09181 Protein families: metabolism	ko01007	0.0
09175 Drug resistance: antimicrobial	01503 Cationic antimicrobial peptide (CAMP) resistance	0.0
09109 Metabolism of terpenoids and polyketides	00523 Polyketide sugar unit biosynthesis	0.0
09111 Xenobiotics biodegradation and metabolism	00621 Dioxin degradation	0.0
09106 Metabolism of other amino acids	00430 Taurine and hypotaurine metabolism	0.0
09103 Lipid metabolism	00061 Fatty acid biosynthesis	0.0
09105 Amino acid metabolism	00280 Valine, leucine and isoleucine degradation	0.0
09111 Xenobiotics biodegradation and metabolism	00627 Aminobenzoate degradation	0.0
09111 Xenobiotics biodegradation and metabolism	00643 Styrene degradation	0.0
09132 Signal transduction	04011 MAPK signaling pathway - yeast	0.0
09152 Endocrine system	03320 PPAR signaling pathway	0.0
09105 Amino acid metabolism	00290 Valine, leucine and isoleucine biosynthesis	0.0
09101 Carbohydrate metabolism	00660 C5-Branched dibasic acid metabolism	0.0
09141 Transport and catabolism	04146 Peroxisome	0.0
09160 Human Diseases	09164 Neurodegenerative disease	0.0
09164 Neurodegenerative disease	05022 Pathways of neurodegeneration - multiple diseases	0.0
09160 Human Diseases	09176 Drug resistance: antineoplastic	0.0
09176 Drug resistance: antineoplastic	01523 Antifolate resistance	0.0
09108 Metabolism of cofactors and vitamins	00670 One carbon pool by folate	0.0
09105 Amino acid metabolism	00330 Arginine and proline metabolism	0.0
09106 Metabolism of other amino acids	00460 Cyanoamino acid metabolism	0.0
09105 Amino acid metabolism	00340 Histidine metabolism	0.0
09106 Metabolism of other amino acids	00410 beta-Alanine metabolism	0.0
09111 Xenobiotics biodegradation and metabolism	00930 Caprolactam degradation	0.0
09111 Xenobiotics biodegradation and metabolism	00362 Benzoate degradation	0.0
09108 Metabolism of cofactors and vitamins	00760 Nicotinate and nicotinamide metabolism	0.0
09167 Endocrine and metabolic disease	04940 Type I diabetes mellitus	0.0
09105 Amino acid metabolism	00250 Alanine, aspartate and glutamate metabolism	0.0
09108 Metabolism of cofactors and vitamins	00770 Pantothenate and CoA biosynthesis	0.0
09181 Protein families: metabolism	ko00199	0.0
09110 Biosynthesis of other secondary metabolites	00966 Glucosinolate biosynthesis	0.0
09171 Infectious disease: bacterial	05152 Tuberculosis	0.0
09141 Transport and catabolism	04144 Endocytosis	0.0
09171 Infectious disease: bacterial	05132 Salmonella infection	0.0
09140 Cellular Processes	09142 Cell motility	0.0
09142 Cell motility	04810 Regulation of actin cytoskeleton	0.0
09183 Protein families: signaling and cellular processes	ko02042	0.0
09152 Endocrine system	04910 Insulin signaling pathway	0.0
09141 Transport and catabolism	04138 Autophagy - yeast	0.0
09108 Metabolism of cofactors and vitamins	00740 Riboflavin metabolism	0.0
09182 Protein families: genetic information processing	ko03029	0.0
09176 Drug resistance: antineoplastic	01524 Platinum drug resistance	0.0
09181 Protein families: metabolism	ko00194	0.0
09150 Organismal Systems	09159 Environmental adaptation	0.0
09159 Environmental adaptation	04714 Thermogenesis	0.0
09160 Human Diseases	09163 Immune disease	0.0
09163 Immune disease	05323 Rheumatoid arthritis	0.0
09155 Excretory system	04966 Collecting duct acid secretion	0.0
09182 Protein families: genetic information processing	ko03036	0.0
09102 Energy metabolism	00910 Nitrogen metabolism	0.0
09105 Amino acid metabolism	00220 Arginine biosynthesis	0.0
09102 Energy metabolism	00920 Sulfur metabolism	0.0
09110 Biosynthesis of other secondary metabolites	00261 Monobactam biosynthesis	0.0
09182 Protein families: genetic information processing	ko03016	0.0
09182 Protein families: genetic information processing	ko03400	0.0
ko00001	09120 Genetic Information Processing	0.0
09120 Genetic Information Processing	09123 Folding, sorting and degradation	0.0
09123 Folding, sorting and degradation	04122 Sulfur relay system	0.0
09106 Metabolism of other amino acids	00450 Selenocompound metabolism	0.0
09111 Xenobiotics biodegradation and metabolism	00623 Toluene degradation	0.0
09110 Biosynthesis of other secondary metabolites	00998 Biosynthesis of various antibiotics	0.0
09103 Lipid metabolism	00140 Steroid hormone biosynthesis	0.0
09103 Lipid metabolism	00062 Fatty acid elongation	0.0
09159 Environmental adaptation	04626 Plant-pathogen interaction	0.0
09132 Signal transduction	04151 PI3K-Akt signaling pathway	0.0
09111 Xenobiotics biodegradation and metabolism	00642 Ethylbenzene degradation	0.0
09103 Lipid metabolism	00592 alpha-Linolenic acid metabolism	0.0
09103 Lipid metabolism	00071 Fatty acid degradation	0.0
09103 Lipid metabolism	00564 Glycerophospholipid metabolism	0.0
09105 Amino acid metabolism	00360 Phenylalanine metabolism	0.0
09103 Lipid metabolism	00073 Cutin, suberine and wax biosynthesis	0.0
09150 Organismal Systems	09149 Aging	0.0
09149 Aging	04212 Longevity regulating pathway - worm	0.0
09181 Protein families: metabolism	ko01006	0.0
09109 Metabolism of terpenoids and polyketides	00909 Sesquiterpenoid and triterpenoid biosynthesis	0.0
09103 Lipid metabolism	00100 Steroid biosynthesis	0.0
09152 Endocrine system	04913 Ovarian steroidogenesis	0.0
09154 Digestive system	04979 Cholesterol metabolism	0.0
09103 Lipid metabolism	00120 Primary bile acid biosynthesis	0.0
09161 Cancer: overview	05208 Chemical carcinogenesis - reactive oxygen species	0.0
09154 Digestive system	04976 Bile secretion	0.0
09103 Lipid metabolism	00121 Secondary bile acid biosynthesis	0.0
09160 Human Diseases	09162 Cancer: specific types	0.0
09162 Cancer: specific types	05215 Prostate cancer	0.25
09107 Glycan biosynthesis and metabolism	00510 N-Glycan biosynthesis	0.0
09161 Cancer: overview	05204 Chemical carcinogenesis - DNA adducts	0.0
09155 Excretory system	04960 Aldosterone-regulated sodium reabsorption	0.25
09108 Metabolism of cofactors and vitamins	00830 Retinol metabolism	0.0
09111 Xenobiotics biodegradation and metabolism	00984 Steroid degradation	0.0
09132 Signal transduction	04072 Phospholipase D signaling pathway	0.25
09161 Cancer: overview	05231 Choline metabolism in cancer	0.0
09154 Digestive system	04975 Fat digestion and absorption	0.0
09107 Glycan biosynthesis and metabolism	00572 Arabinogalactan biosynthesis - Mycobacterium	0.25
09154 Digestive system	04977 Vitamin digestion and absorption	0.0
09107 Glycan biosynthesis and metabolism	00552 Teichoic acid biosynthesis	0.0
09103 Lipid metabolism	00565 Ether lipid metabolism	0.0
09106 Metabolism of other amino acids	00440 Phosphonate and phosphinate metabolism	0.0
09152 Endocrine system	04923 Regulation of lipolysis in adipocytes	0.0
09150 Organismal Systems	09156 Nervous system	0.0
09156 Nervous system	04725 Cholinergic synapse	0.25
09132 Signal transduction	04014 Ras signaling pathway	0.0
09103 Lipid metabolism	00600 Sphingolipid metabolism	0.0
09132 Signal transduction	04071 Sphingolipid signaling pathway	0.0
09140 Cellular Processes	09143 Cell growth and death	0.0
09143 Cell growth and death	04217 Necroptosis	0.0
09156 Nervous system	04726 Serotonergic synapse	0.0
09103 Lipid metabolism	00590 Arachidonic acid metabolism	0.0
09161 Cancer: overview	05207 Chemical carcinogenesis - receptor activation	0.0
09174 Infectious disease: parasitic	05145 Toxoplasmosis	0.0
09183 Protein families: signaling and cellular processes	ko04090	0.0
09143 Cell growth and death	04216 Ferroptosis	0.0
09103 Lipid metabolism	00591 Linoleic acid metabolism	0.0
09103 Lipid metabolism	01040 Biosynthesis of unsaturated fatty acids	0.0
09104 Nucleotide metabolism	00240 Pyrimidine metabolism	0.0
09111 Xenobiotics biodegradation and metabolism	00983 Drug metabolism - other enzymes	0.0
09182 Protein families: genetic information processing	ko03009	0.0
09149 Aging	04213 Longevity regulating pathway - multiple species	0.0
09176 Drug resistance: antineoplastic	01522 Endocrine resistance	0.0
09159 Environmental adaptation	04713 Circadian entrainment	0.0
09181 Protein families: metabolism	ko01001	0.0
09160 Human Diseases	09165 Substance dependence	0.0
09165 Substance dependence	05032 Morphine addiction	0.30283987587750716
09132 Signal transduction	04022 cGMP-PKG signaling pathway	0.25
09150 Organismal Systems	09157 Sensory system	0.0
09157 Sensory system	04744 Phototransduction	0.0
09163 Immune disease	05340 Primary immunodeficiency	0.0
09157 Sensory system	04742 Taste transduction	0.25
09108 Metabolism of cofactors and vitamins	00730 Thiamine metabolism	0.0
09162 Cancer: specific types	05223 Non-small cell lung cancer	0.0
09110 Biosynthesis of other secondary metabolites	00232 Caffeine metabolism	0.0
09111 Xenobiotics biodegradation and metabolism	00791 Atrazine degradation	0.0
09171 Infectious disease: bacterial	05120 Epithelial cell signaling in Helicobacter pylori infection	0.0
09180 Brite Hierarchies	09185 Viral protein families	0.0
09185 Viral protein families	ko03200	0.0
09182 Protein families: genetic information processing	ko03000	0.0
09183 Protein families: signaling and cellular processes	ko02044	0.0
09162 Cancer: specific types	05219 Bladder cancer	0.25
09110 Biosynthesis of other secondary metabolites	00950 Isoquinoline alkaloid biosynthesis	0.0
09181 Protein families: metabolism	ko01008	0.0
09108 Metabolism of cofactors and vitamins	00750 Vitamin B6 metabolism	0.0
09165 Substance dependence	05034 Alcoholism	0.0
09110 Biosynthesis of other secondary metabolites	00960 Tropane, piperidine and pyridine alkaloid biosynthesis	0.0
09108 Metabolism of cofactors and vitamins	00130 Ubiquinone and other terpenoid-quinone biosynthesis	0.0
09183 Protein families: signaling and cellular processes	ko02048	0.0
09132 Signal transduction	04630 JAK-STAT signaling pathway	0.0
09105 Amino acid metabolism	00310 Lysine degradation	0.0
09175 Drug resistance: antimicrobial	01502 Vancomycin resistance	0.25
09167 Endocrine and metabolic disease	04933 AGE-RAGE signaling pathway in diabetic complications	0.0
09110 Biosynthesis of other secondary metabolites	00332 Carbapenem biosynthesis	0.0
09152 Endocrine system	04916 Melanogenesis	0.0
09163 Immune disease	05320 Autoimmune thyroid disease	0.0
09111 Xenobiotics biodegradation and metabolism	00622 Xylene degradation	0.0
09110 Biosynthesis of other secondary metabolites	00940 Phenylpropanoid biosynthesis	0.0
09174 Infectious disease: parasitic	05143 African trypanosomiasis	0.0
09150 Organismal Systems	09158 Development and regeneration	0.0
09158 Development and regeneration	04361 Axon regeneration	0.0
09110 Biosynthesis of other secondary metabolites	00901 Indole alkaloid biosynthesis	0.0
09110 Biosynthesis of other secondary metabolites	00997 Biosynthesis of various other secondary metabolites	0.0
09110 Biosynthesis of other secondary metabolites	00401 Novobiocin biosynthesis	0.0
09162 Cancer: specific types	05225 Hepatocellular carcinoma	0.25
09120 Genetic Information Processing	09122 Translation	0.0
09122 Translation	00970 Aminoacyl-tRNA biosynthesis	0.0
09183 Protein families: signaling and cellular processes	ko01504	0.0
09107 Glycan biosynthesis and metabolism	00563 Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	0.0
09123 Folding, sorting and degradation	04141 Protein processing in endoplasmic reticulum	0.0
09107 Glycan biosynthesis and metabolism	00513 Various types of N-glycan biosynthesis	0.0
09107 Glycan biosynthesis and metabolism	00532 Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate	0.25
09107 Glycan biosynthesis and metabolism	00534 Glycosaminoglycan biosynthesis - heparan sulfate / heparin	0.25
09183 Protein families: signaling and cellular processes	ko00536	0.0
09181 Protein families: metabolism	ko01005	0.0
09107 Glycan biosynthesis and metabolism	00540 Lipopolysaccharide biosynthesis	0.0
09107 Glycan biosynthesis and metabolism	00550 Peptidoglycan biosynthesis	0.0
09107 Glycan biosynthesis and metabolism	00571 Lipoarabinomannan (LAM) biosynthesis	0.0
09107 Glycan biosynthesis and metabolism	00543 Exopolysaccharide biosynthesis	0.0
09109 Metabolism of terpenoids and polyketides	00900 Terpenoid backbone biosynthesis	0.0
09143 Cell growth and death	04111 Cell cycle - yeast	0.0
09108 Metabolism of cofactors and vitamins	00860 Porphyrin metabolism	0.0
09111 Xenobiotics biodegradation and metabolism	00361 Chlorocyclohexane and chlorobenzene degradation	0.0
09151 Immune system	04621 NOD-like receptor signaling pathway	0.0
09108 Metabolism of cofactors and vitamins	00780 Biotin metabolism	0.0
09108 Metabolism of cofactors and vitamins	00785 Lipoic acid metabolism	0.0
09156 Nervous system	04727 GABAergic synapse	0.0
09182 Protein families: genetic information processing	ko03032	0.0
09166 Cardiovascular disease	05418 Fluid shear stress and atherosclerosis	0.0
09154 Digestive system	04978 Mineral absorption	0.0
09109 Metabolism of terpenoids and polyketides	01053 Biosynthesis of siderophore group nonribosomal peptides	0.0
09109 Metabolism of terpenoids and polyketides	00981 Insect hormone biosynthesis	0.0
09109 Metabolism of terpenoids and polyketides	00902 Monoterpenoid biosynthesis	0.0
09109 Metabolism of terpenoids and polyketides	00903 Limonene and pinene degradation	0.0
09110 Biosynthesis of other secondary metabolites	00996 Biosynthesis of various alkaloids	0.0
09109 Metabolism of terpenoids and polyketides	00904 Diterpenoid biosynthesis	0.0
09109 Metabolism of terpenoids and polyketides	00906 Carotenoid biosynthesis	0.0
09109 Metabolism of terpenoids and polyketides	00905 Brassinosteroid biosynthesis	0.25
09109 Metabolism of terpenoids and polyketides	00908 Zeatin biosynthesis	0.0
09109 Metabolism of terpenoids and polyketides	00522 Biosynthesis of 12-, 14- and 16-membered macrolides	0.0
09109 Metabolism of terpenoids and polyketides	01059 Biosynthesis of enediyne antibiotics	0.0
09109 Metabolism of terpenoids and polyketides	01056 Biosynthesis of type II polyketide backbone	0.25
09109 Metabolism of terpenoids and polyketides	01057 Biosynthesis of type II polyketide products	0.0
09109 Metabolism of terpenoids and polyketides	01055 Biosynthesis of vancomycin group antibiotics	0.0
09110 Biosynthesis of other secondary metabolites	00404 Staurosporine biosynthesis	0.0
09110 Biosynthesis of other secondary metabolites	00941 Flavonoid biosynthesis	0.0
09110 Biosynthesis of other secondary metabolites	00945 Stilbenoid, diarylheptanoid and gingerol biosynthesis	0.0
09110 Biosynthesis of other secondary metabolites	00943 Isoflavonoid biosynthesis	0.0
09110 Biosynthesis of other secondary metabolites	00944 Flavone and flavonol biosynthesis	0.0
09110 Biosynthesis of other secondary metabolites	00942 Anthocyanin biosynthesis	0.0
09110 Biosynthesis of other secondary metabolites	00403 Indole diterpene alkaloid biosynthesis	0.0
09110 Biosynthesis of other secondary metabolites	00965 Betalain biosynthesis	0.0
09110 Biosynthesis of other secondary metabolites	00311 Penicillin and cephalosporin biosynthesis	0.0
09110 Biosynthesis of other secondary metabolites	00331 Clavulanic acid biosynthesis	0.0
09110 Biosynthesis of other secondary metabolites	00405 Phenazine biosynthesis	0.0
09110 Biosynthesis of other secondary metabolites	00333 Prodigiosin biosynthesis	0.0
09110 Biosynthesis of other secondary metabolites	00254 Aflatoxin biosynthesis	0.0
09111 Xenobiotics biodegradation and metabolism	00624 Polycyclic aromatic hydrocarbon degradation	0.0
09111 Xenobiotics biodegradation and metabolism	00364 Fluorobenzoate degradation	0.0
09111 Xenobiotics biodegradation and metabolism	00363 Bisphenol degradation	0.0
09111 Xenobiotics biodegradation and metabolism	00365 Furfural degradation	0.0
ko00001	09190 Not Included in Pathway or Brite	0.0
09190 Not Included in Pathway or Brite	09191 Unclassified: metabolism	0.0
09191 Unclassified: metabolism	99980 Enzymes with EC numbers	0.0
09182 Protein families: genetic information processing	ko03021	0.0
09180 Brite Hierarchies	09184 RNA family	0.0
09184 RNA family	ko03100	0.0
09182 Protein families: genetic information processing	ko03041	0.0
09182 Protein families: genetic information processing	ko04121	0.0
09182 Protein families: genetic information processing	ko03012	0.0
09182 Protein families: genetic information processing	ko03011	0.0
09183 Protein families: signaling and cellular processes	ko04812	0.0
09122 Translation	03013 Nucleocytoplasmic transport	0.0
09183 Protein families: signaling and cellular processes	ko04031	0.0
09182 Protein families: genetic information processing	ko03051	0.0
09123 Folding, sorting and degradation	03060 Protein export	0.0
09183 Protein families: signaling and cellular processes	ko04091	0.0
09166 Cardiovascular disease	05417 Lipid and atherosclerosis	0.0
09160 Human Diseases	09172 Infectious disease: viral	0.0
09172 Infectious disease: viral	05165 Human papillomavirus infection	0.0
09183 Protein families: signaling and cellular processes	ko03037	0.0
09185 Viral protein families	ko03210	0.0
09183 Protein families: signaling and cellular processes	ko04040	0.0
09172 Infectious disease: viral	05168 Herpes simplex virus 1 infection	0.0
09166 Cardiovascular disease	05416 Viral myocarditis	0.0
09131 Membrane transport	02010 ABC transporters	0.25
09183 Protein families: signaling and cellular processes	ko02035	0.0
09183 Protein families: signaling and cellular processes	ko02022	0.0
09143 Cell growth and death	04112 Cell cycle - Caulobacter	0.0
09140 Cellular Processes	09144 Cellular community - eukaryotes	0.0
09144 Cellular community - eukaryotes	04510 Focal adhesion	0.0
09183 Protein families: signaling and cellular processes	ko04990	0.0
09144 Cellular community - eukaryotes	04530 Tight junction	0.0
09176 Drug resistance: antineoplastic	01521 EGFR tyrosine kinase inhibitor resistance	0.0
09158 Development and regeneration	04360 Axon guidance	0.0
09161 Cancer: overview	05203 Viral carcinogenesis	0.0
09183 Protein families: signaling and cellular processes	ko04052	0.0
09132 Signal transduction	04150 mTOR signaling pathway	0.0
09183 Protein families: signaling and cellular processes	ko04050	0.0
09132 Signal transduction	04010 MAPK signaling pathway	0.25
09171 Infectious disease: bacterial	05100 Bacterial invasion of epithelial cells	0.0
09183 Protein families: signaling and cellular processes	ko03310	0.0
09132 Signal transduction	04013 MAPK signaling pathway - fly	0.0
09158 Development and regeneration	04320 Dorso-ventral axis formation	0.0
09132 Signal transduction	04391 Hippo signaling pathway - fly	0.0
09183 Protein families: signaling and cellular processes	ko04030	0.0
09161 Cancer: overview	05206 MicroRNAs in cancer	0.0
09132 Signal transduction	04310 Wnt signaling pathway	0.0
09143 Cell growth and death	04214 Apoptosis - fly	0.0
09143 Cell growth and death	04215 Apoptosis - multiple species	0.0
09132 Signal transduction	04075 Plant hormone signal transduction	0.0
09143 Cell growth and death	04113 Meiosis - yeast	0.0
09141 Transport and catabolism	04139 Mitophagy - yeast	0.0
09171 Infectious disease: bacterial	05130 Pathogenic Escherichia coli infection	0.0
09171 Infectious disease: bacterial	05135 Yersinia infection	0.0
09162 Cancer: specific types	05212 Pancreatic cancer	0.25
09151 Immune system	04670 Leukocyte transendothelial migration	0.0
09132 Signal transduction	04015 Rap1 signaling pathway	0.0
09156 Nervous system	04720 Long-term potentiation	0.25
09162 Cancer: specific types	05211 Renal cell carcinoma	0.31511731962316436
09151 Immune system	04611 Platelet activation	0.0
09144 Cellular community - eukaryotes	04520 Adherens junction	0.25
09152 Endocrine system	04928 Parathyroid hormone synthesis, secretion and action	0.0
09132 Signal transduction	04350 TGF-beta signaling pathway	0.0
09161 Cancer: overview	05202 Transcriptional misregulation in cancer	0.0
09164 Neurodegenerative disease	05010 Alzheimer disease	0.0
09132 Signal transduction	04330 Notch signaling pathway	0.25
09172 Infectious disease: viral	05169 Epstein-Barr virus infection	0.0
09162 Cancer: specific types	05217 Basal cell carcinoma	0.0
09132 Signal transduction	04341 Hedgehog signaling pathway - fly	0.0
09132 Signal transduction	04340 Hedgehog signaling pathway	0.0
09183 Protein families: signaling and cellular processes	ko00535	0.0
09144 Cellular community - eukaryotes	04550 Signaling pathways regulating pluripotency of stem cells	0.0
09132 Signal transduction	04390 Hippo signaling pathway	0.0
09132 Signal transduction	04392 Hippo signaling pathway - multiple species	0.0
09183 Protein families: signaling and cellular processes	ko04515	0.0
09130 Environmental Information Processing	09133 Signaling molecules and interaction	0.0
09133 Signaling molecules and interaction	04080 Neuroactive ligand-receptor interaction	0.0
09132 Signal transduction	04064 NF-kappa B signaling pathway	0.0
09151 Immune system	04662 B cell receptor signaling pathway	0.0
09183 Protein families: signaling and cellular processes	ko04054	0.0
09143 Cell growth and death	04115 p53 signaling pathway	0.0
09162 Cancer: specific types	05222 Small cell lung cancer	0.0
09162 Cancer: specific types	05221 Acute myeloid leukemia	0.25
09132 Signal transduction	04668 TNF signaling pathway	0.25
09143 Cell growth and death	04210 Apoptosis	0.0
09167 Endocrine and metabolic disease	04930 Type II diabetes mellitus	0.0
09143 Cell growth and death	04110 Cell cycle	0.0
09155 Excretory system	04961 Endocrine and other factor-regulated calcium reabsorption	0.25
09150 Organismal Systems	09153 Circulatory system	0.0
09153 Circulatory system	04260 Cardiac muscle contraction	0.0
09132 Signal transduction	04020 Calcium signaling pathway	0.25
09163 Immune disease	05310 Asthma	0.0
09155 Excretory system	04962 Vasopressin-regulated water reabsorption	0.25
09152 Endocrine system	04911 Insulin secretion	0.25
09153 Circulatory system	04270 Vascular smooth muscle contraction	0.0
09154 Digestive system	04971 Gastric acid secretion	0.0
