name	IBD	T2D	HHS
K00149	4.0561015238098675e-07	3.3761848829225543e-07	1.2644283955833463e-09
K00150	3.3088573712489466e-06	4.870615671884823e-06	7.272632269116403e-07
K00151	1.5113664133078753e-05	5.245504383854788e-06	1.1736804452131738e-06
K00153	0.0	0.0	1.054157385293512e-08
K00154	5.581308445601352e-07	2.1540554090975483e-07	1.2675669472810153e-06
K00156	9.413189536579859e-05	7.433932025387001e-05	0.00011192215902142907
K00157	4.851862168012626e-07	4.272891840818621e-07	2.0940405593234335e-08
K00158	1.0922841986231071e-07	8.076946542699869e-08	1.7227742399013151e-07
K00161	1.7483216179241125e-06	2.70371962563916e-06	2.363976330341991e-06
K00162	5.533084368320554e-07	9.567298117551823e-07	2.9575434573324653e-07
K00163	3.3163422647026e-06	4.665808873745571e-06	6.420821078153027e-06
K00164	3.219873693684787e-05	1.425657862574935e-05	6.206360870209827e-06
K00166	1.0524108762367191e-07	1.067398862021731e-06	1.049851528049021e-07
K00167	2.1340514112373336e-07	1.7723180958342462e-06	1.0504940771008638e-06
K00169	7.321520804567816e-05	6.022751014447903e-05	4.1227162094591835e-05
K00170	4.486876812884399e-06	4.295918002036911e-06	1.6178648724228095e-06
K00171	1.2258372762798931e-08	0.0	1.4807412886000014e-08
K00172	1.0336186500839717e-05	3.3565651809759055e-05	1.9658826191374643e-05
K00174	0.001645281914278091	0.0014819733056352239	0.001846641675810108
K00175	0.0007946147511358924	0.0009715275096895303	0.0010227757862774592
K00176	0.00028497832813598737	0.0005291792477343775	0.00023135471535147401
K00177	4.0032527364285435e-06	1.400614530617504e-05	1.1640574146536153e-05
K00179	0.0008793555750552789	0.000841594460594386	0.0011088003284618017
K00180	0.00032412631159474447	0.00024672425636295173	0.0003674114388886481
K00181	1.429229788515746e-07	3.6979206053185885e-06	6.715337641419531e-07
K00182	0.0	7.066786916997667e-09	0.0
K00184	1.1003187791523242e-06	1.2253383394485753e-05	1.9368244963210617e-06
K00185	1.359505145367785e-06	2.3698242996603473e-05	3.2881063787280265e-06
K00186	2.976295215476149e-06	9.66106519887567e-06	1.0676263004129138e-06
K00187	1.7043904938855966e-07	2.50745800608738e-06	8.551289805477107e-07
K00188	9.125890414895565e-07	3.914894510046251e-07	3.0938942923744926e-07
K00194	2.2245150481296795e-06	9.263577124655124e-06	1.539314205416173e-06
K00196	7.476189629836691e-07	1.7935782820949946e-06	4.397414607261339e-07
K00197	1.4595831183251648e-07	0.0	0.0
K00198	0.0001304201205356345	0.0001320074527745866	4.8193214332973974e-05
K00200	1.0240596928530134e-06	4.742620803581684e-08	2.681489853478847e-08
K00201	2.236856189026954e-06	3.903103394929364e-06	5.152773040114182e-07
K00202	0.0	3.131558743756526e-08	2.689335486283136e-08
K00205	1.0303943937211169e-05	1.3893585050945324e-05	2.0905872108981145e-06
K00206	9.834024868518929e-09	3.565593986240804e-08	1.7801100409868937e-08
K00207	0.0	0.0	1.661639348901239e-08
K00208	1.5346147204713884e-05	1.7098830746074547e-05	3.0432563577157438e-05
K00209	1.2010316365513515e-05	3.575218900377892e-05	6.236384029859048e-06
K00211	3.4122729650288724e-08	0.0	4.21048240267429e-09
K00213	4.344319460739658e-08	1.7196672947929793e-06	4.5593329646077917e-07
K00215	0.00014751990020788405	0.00016263254221193595	0.00011001842081079737
K00216	7.698812622862593e-08	0.0	3.223840968575649e-08
K00217	6.731019457461756e-08	4.529898360551719e-07	1.052614437434732e-07
K00218	0.0	1.5283420798822876e-08	0.0
K00219	2.8062572575586817e-05	1.1384163903911063e-05	4.324869773885805e-06
K00220	0.0	0.0	2.0324628255081403e-09
K00222	2.8386076942085593e-07	1.274052607616131e-06	1.65169629645566e-06
K00223	0.0	2.9725238326558193e-08	0.0
K00224	0.0	0.0	0.0
K00225	7.625700716107121e-09	0.0	4.924173465297002e-09
K00226	0.0006577588754735163	0.0004020680272281199	0.0006880599333926335
K00227	2.3289657980027446e-07	1.0132226236348964e-06	4.270989625296312e-08
K00228	1.5854064207475446e-06	5.850342627561422e-07	2.4018231559211224e-07
K00230	2.726390170431537e-05	8.096507986628755e-06	4.258349891956489e-06
K00231	1.7236967715312525e-05	2.873596205729808e-06	3.682150013666214e-06
K00232	6.9775269684361645e-06	9.996788983525586e-06	2.0711179634697754e-05
K00233	3.031946345059897e-06	1.3631198432229484e-05	3.2639869158402267e-06
K00234	1.0220164857875275e-06	3.329776687860643e-09	5.5538503825907485e-08
K00235	0.0	9.918184359068522e-08	4.600896122132666e-08
K00236	0.0	0.0	1.4126240615212349e-08
K00237	2.1812030032549586e-07	6.092671064445234e-07	4.469813117114018e-09
K00239	0.0008808015975620676	0.0007616548431184475	0.0009349644372504008
K00240	8.712543679880088e-05	0.00023663578287793572	0.00021707628167785844
K00241	0.000963302489689966	0.000564810201035584	0.0009208549362686129
K00242	8.829174271974703e-07	4.3224915475097875e-07	2.699859068169321e-07
K00243	0.0005436264797955071	0.0004978011574809059	0.0006260939142017556
K00244	3.7636800055374954e-05	9.462363238039656e-06	4.858783554204802e-06
K00245	2.5051411034532864e-06	4.2498908754893073e-07	1.6780599080974894e-07
K00246	9.68098258100892e-09	0.0	0.0
K00247	1.2946595019181027e-07	0.0	2.2948728203970227e-08
K00248	0.0005254508196659921	0.0005175438800686692	0.00036366708932018745
K00249	3.4710828778428975e-06	1.7872522859674447e-06	4.9155762266908764e-06
K00252	2.8783380600095555e-07	7.042943732209645e-07	2.0266406084219702e-07
K00253	3.4120508807980696e-07	5.406330355710667e-07	1.997264135921162e-06
K00254	5.558011464356582e-05	1.8010537976424715e-05	2.1718759031133886e-05
K00259	0.00020885476488735657	0.00018490284959169224	0.00023002222124766922
K00260	7.052779972463703e-07	5.98862944076565e-08	4.911666808877256e-07
K00261	2.5440356384522283e-05	4.937822715163506e-06	4.9668060437436505e-06
K00262	0.0008163684819080855	0.0008502065864286949	0.0007728608485531971
K00263	1.9390705008676605e-08	2.5371255901589007e-08	1.7865886714194847e-08
K00264	2.990360746889352e-07	7.580399190623562e-07	5.523287950867071e-07
K00265	0.0012508638155381046	0.0013103799463475372	0.0011138795726652472
K00266	0.0011513448906459224	0.001243731842925405	0.0013637370912206294
K00272	1.6932837956804497e-06	4.363887198968457e-06	0.0
K00273	4.5277582308436026e-08	0.0	1.0425481681657166e-08
K00274	1.1443503122664583e-06	1.4293638471561762e-06	1.2068539513996666e-07
K00275	9.239859040271571e-05	9.562100321948831e-05	0.00015610388093619223
K00276	7.265686691124666e-06	2.4618742837749438e-06	1.7050982296471273e-06
K00277	0.0	0.0	3.035131123750253e-09
K00278	0.0006702338955948827	0.0007160641690353046	0.0008641354724864331
K00279	1.22586516779426e-08	1.5076310738365905e-07	5.08210365716914e-08
K00280	3.7077914224957736e-07	3.011001597637628e-07	2.0649822793163107e-08
K00281	0.00032412981606039345	0.0003185781274926161	0.0003008355705704674
K00282	2.2826550570745836e-05	2.8539571184396804e-05	1.6589783644420483e-05
K00283	4.9079454859320316e-05	0.00011091600010768022	7.063265066371732e-05
K00284	1.31136286853e-07	1.8749651369612496e-07	1.5162107305388565e-07
K00285	1.0153108237482493e-05	7.845890523573153e-06	2.481674310209963e-06
K00286	0.0006312736689885985	0.000601877037358889	0.0005053218415925056
K00287	0.00024177864143314513	0.0003564021857852425	0.00022526561406142705
K00288	8.974383191451571e-07	1.496283545704796e-06	2.075260293755398e-06
K00289	7.347350706976847e-08	0.0	8.368559039159215e-09
K00290	0.0007723265368654344	0.0006011148984088395	0.0007408198770103973
K00294	1.000114558498865e-05	2.1383018892586875e-05	1.7651269577447683e-05
K00295	0.0	0.0	8.334647581545232e-08
K00297	0.0004317954401218854	0.0004504395103979844	0.0006379570365178255
K00298	3.091957625001071e-06	4.237872866398979e-06	4.1255598466705504e-06
K00299	9.757685877747198e-06	6.173146958377116e-06	1.3447737010203538e-06
K00301	0.0	4.331409757472057e-08	0.0
K00302	3.041991977697864e-07	0.0	3.2787847048000474e-06
K00303	1.6720113558922627e-07	2.2048400843125242e-08	8.065131698567561e-07
K00304	0.0	0.0	3.985301760752939e-09
K00306	6.442263310309335e-08	0.0	4.29122031247026e-09
K00308	2.6243667585409066e-07	1.3353146124042427e-06	2.45149156009621e-07
K00309	8.155707994075772e-09	9.544997739564547e-08	7.062106485245168e-09
K00310	4.811677301821184e-09	0.0	0.0
K00311	4.780558102157495e-07	1.1054637027839815e-07	4.401384114754486e-07
K00312	0.0	1.0139846738245302e-08	0.0
K00313	3.4937621487944205e-05	1.552729923777107e-05	5.5967814968339795e-06
K00314	0.0	2.7835161509628585e-08	2.365604776489337e-09
K00315	0.0	4.3578772466165856e-08	4.567940064314458e-09
K00316	0.0	0.0	9.323410601958652e-09
K00317	0.0	0.0	9.83217625210974e-07
K00318	1.0075670284910639e-06	3.405064314132755e-06	2.2905771543397295e-07
K00319	1.725089728128713e-06	3.827724174518935e-06	5.352712786213385e-07
K00320	1.334892739028778e-06	4.344243478500082e-06	2.5550362887744684e-07
K00322	1.1974487499320635e-06	2.102781350260638e-06	5.282968210419917e-07
K00323	6.769272805013031e-07	3.4121186518042344e-06	2.9599046308396937e-07
K00324	2.3702169354617824e-05	4.270270750612721e-05	9.289305133503825e-06
K00325	1.8934738034175596e-06	8.466950512437823e-06	1.228754387286437e-06
K00326	7.809091152883388e-07	2.300889412541201e-06	4.679218389368838e-06
K00327	3.302460990105849e-08	2.9720610908146944e-08	6.319280277092199e-08
K00330	1.680404040399927e-05	5.694314288986817e-05	2.8686705151017218e-05
K00331	3.1898892070537304e-05	6.059607705143624e-05	3.4413981167528955e-05
K00332	1.1973757556207993e-06	1.168166717592073e-06	7.813008582408628e-07
K00333	3.919632468080686e-07	5.36258509613568e-07	1.0360269870279594e-06
K00334	0.0001265490293215713	0.00028562531174038184	0.00023910073177273443
K00335	0.000128896801328158	0.00021741824323727555	0.00021600158196081432
K00336	8.16637240671659e-05	9.33671442455843e-05	7.255927143934228e-05
K00337	0.00031985180970966337	0.000286678591054291	0.000290882561771434
K00338	0.0001447740946641841	0.00018205474110134345	0.0001051376202859533
K00339	1.7361335419579653e-05	4.9992736676577865e-05	2.6386760945891918e-05
K00340	7.047906235006492e-06	5.918305869201962e-07	7.76296046354088e-06
K00341	0.001646763712244487	0.0014892699883170518	0.0020351723647479506
K00342	0.0002896664791993537	0.00033130023492643977	0.00030017380666006295
K00343	0.00027343725983990753	0.0002624877301007853	0.0003887850552736774
K00344	2.7464896812636567e-05	1.2582903116136128e-05	5.6102018785190215e-06
K00346	0.0005195379178661203	0.0006102326341008125	0.0007628155400281372
K00347	0.00028165960251334035	0.0002201635545424179	0.00032694998795736803
K00348	0.0004183668361970691	0.00019590449110104663	0.0003433526389778401
K00349	0.0006828070500972126	0.00039328168676086843	0.0005682390248046229
K00350	0.0009210739376088879	0.0007552413795772629	0.00103388751367174
K00351	0.0009141899675834682	0.0005947707448754167	0.0009164251391674583
K00354	1.4086126691682405e-06	7.799624767667404e-07	2.2484013435486303e-06
K00355	1.0725021070207807e-05	1.5849284920445053e-06	3.44419999898504e-06
K00357	0.0	0.0	3.105887889752886e-09
K00359	0.0	0.0	8.595459701482021e-09
K00360	1.071187162456298e-06	4.232808828505681e-07	4.434060065351805e-07
K00361	2.8642922173068257e-06	1.1746110038822978e-06	2.526511922775782e-07
K00362	4.820960201745126e-05	2.3624372077940496e-05	1.1065707885807274e-05
K00363	5.197996073887335e-07	3.4521430640408867e-07	7.213313452039765e-08
K00364	6.351889964389798e-06	3.6971563108233694e-06	4.0441208043415385e-06
K00365	0.0	0.0	1.4420716912046032e-08
K00366	1.9741488332532144e-06	1.9907476158601593e-06	1.1303471006812599e-06
K00367	5.4528878699458985e-06	5.183550136656014e-07	2.817683741189064e-07
K00368	4.966770172824171e-07	1.175019630392696e-06	1.6165799662707607e-06
K00370	6.850086411157645e-05	2.7840333808005737e-05	1.5414466924958637e-05
K00371	4.1018509996822116e-05	9.790551985417648e-06	8.599985558146255e-06
K00372	2.53838919385203e-06	1.1798632883753736e-06	5.64531046440978e-07
K00373	8.251805328488748e-06	6.56962385071277e-06	2.38031962394412e-06
K00374	2.5672396045605235e-06	6.104112342459133e-06	1.9882310362697967e-06
K00375	0.00014599424188047356	0.0001730693012465902	8.577772330770747e-05
K00376	1.1863858429139124e-07	1.602465006036545e-08	1.2212352239635133e-06
K00380	4.291616407005197e-05	5.818515261224107e-05	3.8132164494515665e-05
K00381	5.309113686537669e-07	1.2259754742069304e-07	2.181373404321949e-06
K00382	0.0008162672252908798	0.0006642514727465	0.0008143856472010107
K00383	8.66402646400087e-06	3.0766323299272006e-06	3.38446785274097e-06
K00384	0.0004735469274911292	0.0005572800730230438	0.00066138718317252
K00385	9.100467290578705e-06	2.1762863120460482e-06	1.2545549223258082e-06
K00386	0.0	0.0	2.491745172171719e-09
K00387	0.0	1.5000863299683998e-08	1.1232920676899415e-08
K00389	3.41779177174598e-07	9.097863001140357e-09	2.204121193087489e-08
K00390	4.9795702155658256e-05	6.604401518308676e-05	1.2446108949689523e-05
K00392	3.7563893743046853e-06	5.983720999695983e-05	7.3626376289561445e-06
K00394	0.00019139183937824365	0.00024278382816531963	0.00012843839587272323
K00395	3.770771267323695e-07	6.51251084105606e-07	2.1942473152544167e-07
K00399	8.613645909775185e-07	5.616386423380752e-07	1.940217383582188e-07
K00400	8.435007030785756e-07	1.3613355756614684e-07	2.0315584890268505e-07
K00401	9.487420505909758e-07	4.750951470581783e-06	4.29500911289374e-07
K00402	3.167486714855841e-06	3.120143780247337e-06	8.695465464524095e-07
K00404	3.4647930808256994e-08	6.692289663414893e-08	3.593968444977797e-08
K00405	6.489280633156671e-08	6.306109817098131e-08	2.1736918164023656e-07
K00406	4.2236632379560285e-07	9.465947299067823e-08	1.1555050858179991e-06
K00407	3.9435877985749317e-08	2.9451541611495e-08	5.3033922756242915e-09
K00410	8.858448849941708e-08	0.0	0.0
K00411	8.391593222066728e-09	3.582915923293867e-07	8.6650496635646e-08
K00412	4.08211944837396e-07	4.860076741885886e-07	4.896006346117805e-07
K00413	9.10925224092912e-07	7.229898348186501e-07	1.1205986857844452e-06
K00414	2.7059879761323674e-07	2.6917680922187015e-08	3.484071562537389e-08
K00415	1.318709797090668e-08	0.0	3.638214450303139e-08
K00416	0.0	0.0	5.972278334548709e-08
K00417	5.341189909109881e-07	1.2044006390550512e-06	0.0
K00420	0.0	3.734440444552172e-09	0.0
K00422	3.4072805219930924e-08	1.5283420798822876e-08	0.0
K00423	0.0	0.0	1.4227315676892515e-08
K00425	0.00032997631792231066	0.0002900251174971836	0.0003986311508120547
K00426	0.0001907854064237735	0.0003195806166065498	0.0001716167396772717
K00427	2.9046726551759923e-08	9.906314988522497e-09	2.581726374017281e-08
K00428	0.00021094775032489405	0.0001875799969602984	0.0002605055087975765
K00430	2.72105945495518e-06	3.155023572360724e-06	2.967981365132846e-07
K00431	3.4563724983123906e-07	1.9610389634758335e-08	1.008441950728111e-08
K00432	9.3143927056884e-05	7.900537398681345e-05	7.18799704979197e-05
K00433	1.1022914830639516e-05	3.1651920741877245e-05	1.5988771760938827e-05
K00434	2.455613918369224e-07	3.1946807800269495e-07	2.702697646676193e-07
K00435	2.0542393131282284e-08	0.0	1.0341609687371484e-08
K00437	2.1348869051848628e-07	3.4026119800870387e-06	4.761682082649304e-07
K00440	0.0	8.591454258200424e-07	0.0
K00441	0.00025536384184207764	0.00015035632282982153	0.00019141215760913507
K00443	5.04073002670866e-06	6.644711118856319e-06	1.0581631150835143e-06
K00444	0.0	0.0	0.0
K00445	1.204121277026091e-07	1.0776986121189684e-07	5.7654739613789014e-08
K00446	3.895680392819304e-08	0.0	2.2726511536567392e-08
K00448	3.060548079442598e-06	5.3080244112015e-07	1.4068675480905702e-07
K00449	1.1671423442704677e-07	0.0	6.584153248719659e-07
K00450	2.3069016188302135e-06	4.828695889926841e-07	1.3083446075900412e-07
K00451	9.454379150183605e-09	1.0960412898343116e-07	3.924331363974254e-08
K00452	0.0	8.007709381495699e-08	0.0
K00453	1.6186362002645937e-07	0.0	8.237504826509079e-09
K00454	2.0694831180116176e-08	2.0575842286699675e-07	2.786000440928485e-08
K00455	3.0040014698880155e-06	5.940740036495938e-07	2.4803169458789167e-07
K00456	1.8778063433790127e-07	0.0	7.390689503513332e-09
K00457	6.095620383420721e-07	1.2655648242985105e-07	2.553544746601544e-06
K00459	4.16535407959806e-05	2.3954004967294298e-05	1.8363576085863e-05
K00460	1.0898116148284678e-06	1.7024760160791313e-06	0.0
K00461	2.7398286100376043e-07	9.070349197358406e-07	0.0
K00463	0.0	3.137219024466711e-07	6.460616934788911e-09
K00464	0.0	0.0	1.4209846292378405e-09
K00465	1.307069155434454e-08	0.0	1.5120766271444498e-09
K00467	1.0786819984916567e-06	3.750931068937905e-05	8.020165756009363e-06
K00468	3.7116655110981326e-07	8.648321788833165e-09	6.787988646845197e-09
K00469	4.019075787640164e-09	2.8950147117121646e-09	5.788529241489692e-09
K00471	0.0	4.451045839986118e-08	0.0
K00472	3.268115499917055e-07	2.1200856872092406e-07	5.031696440175717e-08
K00474	1.7362048572828332e-07	2.8950147117121646e-09	2.5165164384367455e-09
K00476	3.841772717776466e-08	2.5517184010630328e-08	6.717138736746809e-08
K00477	0.0	2.3451934629603518e-07	2.574020633880762e-08
K00478	0.0	3.691795339270928e-08	0.0
K00479	6.559879524926695e-09	0.0	0.0
K00480	0.0	3.5419938435898185e-08	0.0
K00481	4.370652647564131e-06	9.045754061203639e-07	3.3398344607759715e-07
K00483	7.406611662996734e-09	0.0	3.143245214071975e-08
K00484	7.421604668547197e-07	1.0973725937503364e-07	1.3394734618227826e-08
K00485	7.926033975138743e-07	2.3619462894635437e-06	8.70339865042906e-08
K00486	8.439470106572814e-08	6.617441067666153e-08	1.3856317246028466e-08
K00488	1.4878819610454115e-08	2.467905777369337e-08	1.0401623406180457e-08
K00489	1.9699680563568585e-07	2.1872805610701177e-06	0.0
K00496	3.0041108966944736e-07	5.75189522071611e-09	8.25579052452288e-07
K00497	0.0	0.0	7.164190035195539e-09
K00498	0.0	0.0	2.5219285406455374e-09
K00499	1.637393557814458e-06	4.6228795943492347e-07	4.673326815494949e-08
K00500	0.0	0.0	6.034645345492954e-09
K00502	1.98571934192327e-08	9.033004792912884e-07	1.9310495396181175e-09
K00503	4.827313323879489e-07	1.9280100644470408e-06	0.0
K00505	1.5037437957411096e-08	1.059575131617798e-07	2.430096887111989e-08
K00506	7.016843079916863e-08	1.325809744919515e-06	0.0
K00507	6.843938928537834e-07	4.845743958323177e-07	2.7766420019238546e-06
K00508	0.0	2.1965772318533076e-08	0.0
K00511	0.0	1.5049890091786975e-08	4.627112935154057e-08
K00512	6.997729114399575e-07	1.4880725718272962e-07	4.305484231198961e-09
K00513	2.8610296982478346e-05	8.252521732947105e-06	1.3444401612571989e-05
K00514	0.0	0.0	6.5394662444495135e-09
K00515	4.0788366800023186e-07	0.0	6.903433924051706e-09
K00518	1.7813354560589968e-07	1.0288270221991537e-06	8.209175280972339e-07
K00520	3.3344763788696857e-06	1.223278778185403e-06	1.6908919604909636e-06
K00521	1.2803666283308026e-07	5.75189522071611e-09	6.095727201102373e-08
