intersect_bp,f_orig_query,f_match,f_unique_to_query,f_unique_weighted,average_abund,median_abund,std_abund,filename,name,md5,f_match_orig,unique_intersect_bp,gather_result_rank,remaining_bp,query_filename,query_name,query_md5,query_bp,ksize,moltype,scaled,query_n_hashes,query_abundance,query_containment_ani,match_containment_ani,average_containment_ani,max_containment_ani,potential_false_negative
1133700,0.344118986189103,0.009430592269772093,0.004006677796327212,0.00038632667108684813,5.553030303030303,2.0,12.83184626996643,/data/shared_data/KEGG_data/sourmash_sketches/output_KOs/KOs_sketched/KOs_sketched_scaled_100.sig.zip,ko:K21572,d6ec43b12728168f0122791433548ed7,0.809959276987926,13200,10,201500,/data/dmk333/temp/FreshFun/FunUniFrac/experiments/QIITA_study/joined/EGAF00002727226.fastq,,0dbd9834,3294500,5,protein,100,32945,True,0.8605676746245735,0.9587218752128854,0.9096447749187295,0.9587218752128854,False
1098100,0.33331309758688726,0.009143998770554787,0.00361208074062832,0.0004558970948023515,7.26890756302521,2.0,13.429991195546771,/data/shared_data/KEGG_data/sourmash_sketches/output_KOs/KOs_sketched/KOs_sketched_scaled_100.sig.zip,ko:K03657,95be6c33f8b67202bed209eab2cffe00,0.8437836176425388,11900,11,189600,/data/dmk333/temp/FreshFun/FunUniFrac/experiments/QIITA_study/joined/EGAF00002727226.fastq,,0dbd9834,3294500,5,protein,100,32945,True,0.855093839721865,0.9665987247458491,0.910846282233857,0.9665987247458491,False
908400,0.27573228107451814,0.010291595197255575,0.003278190924267719,0.00046327577610551094,8.13888888888889,3.0,19.227419817528983,/data/shared_data/KEGG_data/sourmash_sketches/output_KOs/KOs_sketched/KOs_sketched_scaled_100.sig.zip,ko:K02238,6b2cbcb39051894b2b70ad54f282ce16,0.8656375071469411,10800,12,178800,/data/dmk333/temp/FreshFun/FunUniFrac/experiments/QIITA_study/joined/EGAF00002727226.fastq,,0dbd9834,3294500,5,protein,100,32945,True,0.8232672219477231,0.9715546017388773,0.8974109118433002,0.9715546017388773,False
934500,0.2836545758081651,0.00815541097773298,0.0027014721505539538,0.0002956743007908892,6.303370786516854,2.0,10.994793961497223,/data/shared_data/KEGG_data/sourmash_sketches/output_KOs/KOs_sketched/KOs_sketched_scaled_100.sig.zip,ko:K02529,911bf727ac373cb67911ac6ea3623865,0.8563181526619628,8900,13,169900,/data/dmk333/temp/FreshFun/FunUniFrac/experiments/QIITA_study/joined/EGAF00002727226.fastq,,0dbd9834,3294500,5,protein,100,32945,True,0.8279445667986189,0.9694536053529003,0.8986990860757595,0.9694536053529003,False
1073500,0.32584610714827744,0.006041335453100159,0.0023068750948550616,0.00027406530554592226,6.842105263157895,2.0,18.04165693725361,/data/shared_data/KEGG_data/sourmash_sketches/output_KOs/KOs_sketched/KOs_sketched_scaled_100.sig.zip,ko:K01990,731617d1d327d0bfb2eab36fcf55ae4c,0.8533386327503975,7600,14,162300,/data/dmk333/temp/FreshFun/FunUniFrac/experiments/QIITA_study/joined/EGAF00002727226.fastq,,0dbd9834,3294500,5,protein,100,32945,True,0.8512278205055853,0.9687780305340947,0.9100029255198401,0.9687780305340947,False
834000,0.2531491880406738,0.00687076891987471,0.002064046137501897,0.00019975144384981643,5.573529411764706,2.0,14.10080950583062,/data/shared_data/KEGG_data/sourmash_sketches/output_KOs/KOs_sketched/KOs_sketched_scaled_100.sig.zip,ko:K01953,77afce1d038e58c1744a1cdf3ffd4626,0.8426795998787512,6800,15,155500,/data/dmk333/temp/FreshFun/FunUniFrac/experiments/QIITA_study/joined/EGAF00002727226.fastq,,0dbd9834,3294500,5,protein,100,32945,True,0.8093169003224002,0.9663456501223715,0.8878312752223858,0.9663456501223715,False
752600,0.2284413416299894,0.007176756569047343,0.0018819244194870238,0.00010224744091520947,3.129032258064516,2.0,3.647729611901088,/data/shared_data/KEGG_data/sourmash_sketches/output_KOs/KOs_sketched/KOs_sketched_scaled_100.sig.zip,ko:K02031,837792c29ba1bb3836c09f1ac0b19e0b,0.8711656441717791,6200,16,149300,/data/dmk333/temp/FreshFun/FunUniFrac/experiments/QIITA_study/joined/EGAF00002727226.fastq,,0dbd9834,3294500,5,protein,100,32945,True,0.7928631657406943,0.9727923529748779,0.882827759357786,0.9727923529748779,False
897400,0.27239338291091214,0.005495529061102832,0.0017908635604795872,0.0001813047405919178,5.830508474576271,2.0,18.87079399079828,/data/shared_data/KEGG_data/sourmash_sketches/output_KOs/KOs_sketched/KOs_sketched_scaled_100.sig.zip,ko:K01190,041027d2ba30cfb97b6fd99630bc6603,0.8358792846497765,5900,17,143400,/data/dmk333/temp/FreshFun/FunUniFrac/experiments/QIITA_study/joined/EGAF00002727226.fastq,,0dbd9834,3294500,5,protein,100,32945,True,0.8212636717612439,0.9647809342682051,0.8930223030147245,0.9647809342682051,False
658400,0.19984823190165427,0.0074211502782931356,0.0016998027014721506,0.00023137436372049977,7.839285714285714,2.0,28.20953282752018,/data/shared_data/KEGG_data/sourmash_sketches/output_KOs/KOs_sketched/KOs_sketched_scaled_100.sig.zip,ko:K04066,db2104c92bce85d091b4fb9da7ef4812,0.8725152398621786,5600,18,137800,/data/dmk333/temp/FreshFun/FunUniFrac/experiments/QIITA_study/joined/EGAF00002727226.fastq,,0dbd9834,3294500,5,protein,100,32945,True,0.7719396769660061,0.973093573202439,0.8725166250842226,0.973093573202439,False
754800,0.22910912126271057,0.005883710198431011,0.0015480346031264227,0.00031728329603585617,11.803921568627452,2.0,45.911688292592785,/data/shared_data/KEGG_data/sourmash_sketches/output_KOs/KOs_sketched/KOs_sketched_scaled_100.sig.zip,ko:K07052,2e9f1c66e45833056d90e0b2cfebf19b,0.8707891093677895,5100,19,132700,/data/dmk333/temp/FreshFun/FunUniFrac/experiments/QIITA_study/joined/EGAF00002727226.fastq,,0dbd9834,3294500,5,protein,100,32945,True,0.7933261641358518,0.972708246462199,0.8830172052990254,0.972708246462199,False
755600,0.22935195022006374,0.005416384563303994,0.0014569737441189861,0.0004411397321960326,17.4375,2.0,84.46767287203234,/data/shared_data/KEGG_data/sourmash_sketches/output_KOs/KOs_sketched/KOs_sketched_scaled_100.sig.zip,ko:K01652,1aacbb716cff956aff0ec340054dabbd,0.8526292033401038,4800,20,127900,/data/dmk333/temp/FreshFun/FunUniFrac/experiments/QIITA_study/joined/EGAF00002727226.fastq,,0dbd9834,3294500,5,protein,100,32945,True,0.7934942595348056,0.9686168967790763,0.8810555781569409,0.9686168967790763,False
1123900,0.3411443314615268,0.003146538807311957,0.001274852026104113,9.223351628949307e-05,4.166666666666667,2.0,9.474066524356713,/data/shared_data/KEGG_data/sourmash_sketches/output_KOs/KOs_sketched/KOs_sketched_scaled_100.sig.zip,ko:K21449,a80968007d7597801be00da03b6ade53,0.8419988013185497,4200,21,123700,/data/dmk333/temp/FreshFun/FunUniFrac/experiments/QIITA_study/joined/EGAF00002727226.fastq,,0dbd9834,3294500,5,protein,100,32945,True,0.8590747089107035,0.9661894580340784,0.9126320834723909,0.9661894580340784,False
823500,0.24996205797541357,0.004021862431679901,0.0011837911670966763,0.00011542365752799419,5.615384615384615,1.0,13.690002686998266,/data/shared_data/KEGG_data/sourmash_sketches/output_KOs/KOs_sketched/KOs_sketched_scaled_100.sig.zip,ko:K02337,91b4d657989dd54ac740f5bf4b2a2fcc,0.8492317211508714,3900,22,119800,/data/dmk333/temp/FreshFun/FunUniFrac/experiments/QIITA_study/joined/EGAF00002727226.fastq,,0dbd9834,3294500,5,protein,100,32945,True,0.8072687112541553,0.9678437314997685,0.8875562213769619,0.9678437314997685,False
703700,0.2135984216117772,0.004317582153993763,0.0010927303080892395,9.59228569410728e-05,5.055555555555555,1.5,8.215650526905762,/data/shared_data/KEGG_data/sourmash_sketches/output_KOs/KOs_sketched/KOs_sketched_scaled_100.sig.zip,ko:K00666,a05b18231238bafa9921b047a4532bd8,0.8439673782681698,3600,23,116200,/data/dmk333/temp/FreshFun/FunUniFrac/experiments/QIITA_study/joined/EGAF00002727226.fastq,,0dbd9834,3294500,5,protein,100,32945,True,0.78228122937292,0.9666408225802949,0.8744610259766075,0.9666408225802949,False
637500,0.19350432539080287,0.0046479835953520164,0.0010320230687509485,6.113764508332112e-05,3.411764705882353,2.0,4.095317606435166,/data/shared_data/KEGG_data/sourmash_sketches/output_KOs/KOs_sketched/KOs_sketched_scaled_100.sig.zip,ko:K02342,2be23dd13a544eb2205dd6c421ff438d,0.8714969241285031,3400,24,112800,/data/dmk333/temp/FreshFun/FunUniFrac/experiments/QIITA_study/joined/EGAF00002727226.fastq,,0dbd9834,3294500,5,protein,100,32945,True,0.7669754046168049,0.9728663268746378,0.8699208657457214,0.9728663268746378,False
1024400,0.310942479890727,0.002755741127348643,0.001001669449081803,0.00010224744091520947,5.878787878787879,2.0,10.964840713120072,/data/shared_data/KEGG_data/sourmash_sketches/output_KOs/KOs_sketched/KOs_sketched_scaled_100.sig.zip,ko:K03466,654d996cdbf4248ad43976fc66a169f9,0.8554488517745302,3300,25,109500,/data/dmk333/temp/FreshFun/FunUniFrac/experiments/QIITA_study/joined/EGAF00002727226.fastq,,0dbd9834,3294500,5,protein,100,32945,True,0.8432945883408502,0.9692566950585272,0.9062756416996887,0.9692566950585272,False
893900,0.271331006222492,0.00292590844738084,0.0009409622097435119,7.378681303159446e-05,4.516129032258065,2.0,5.735407670309147,/data/shared_data/KEGG_data/sourmash_sketches/output_KOs/KOs_sketched/KOs_sketched_scaled_100.sig.zip,ko:K01153,3da0f194cc16fb32c17fa69edb2457a9,0.8436998584237848,3100,26,106400,/data/dmk333/temp/FreshFun/FunUniFrac/experiments/QIITA_study/joined/EGAF00002727226.fastq,,0dbd9834,3294500,5,protein,100,32945,True,0.8206220587341546,0.9665795338615438,0.8936007962978492,0.9665795338615438,False
624800,0.18964941569282137,0.0038878089419605664,0.0008499013507360753,4.638028247700223e-05,3.142857142857143,2.0,2.641891715558133,/data/shared_data/KEGG_data/sourmash_sketches/output_KOs/KOs_sketched/KOs_sketched_scaled_100.sig.zip,ko:K07315,724e488ab493c0ffb8d357d1c1eaedc2,0.8675367953346292,2800,27,103600,/data/dmk333/temp/FreshFun/FunUniFrac/experiments/QIITA_study/joined/EGAF00002727226.fastq,,0dbd9834,3294500,5,protein,100,32945,True,0.763894887701862,0.971980564066612,0.867937725884237,0.971980564066612,False
635700,0.19295796023675824,0.003415767181308922,0.0007588404917286386,4.4272087818956675e-05,3.36,2.0,4.155767077207287,/data/shared_data/KEGG_data/sourmash_sketches/output_KOs/KOs_sketched/KOs_sketched_scaled_100.sig.zip,ko:K03701,3348f0c1b3e294649e35e9096ec73ce8,0.8685612788632326,2500,28,101100,/data/dmk333/temp/FreshFun/FunUniFrac/experiments/QIITA_study/joined/EGAF00002727226.fastq,,0dbd9834,3294500,5,protein,100,32945,True,0.7665417990980853,0.972210020164924,0.8693759096315046,0.972210020164924,False
707400,0.2147215055395356,0.002943701704893904,0.0007284868720594931,5.4813061109184457e-05,4.333333333333333,2.0,6.944222218666553,/data/shared_data/KEGG_data/sourmash_sketches/output_KOs/KOs_sketched/KOs_sketched_scaled_100.sig.zip,ko:K04763,9a3ec8cfdb951ef39e3a6a56c786baa5,0.8676560775174782,2400,29,98700,/data/dmk333/temp/FreshFun/FunUniFrac/experiments/QIITA_study/joined/EGAF00002727226.fastq,,0dbd9834,3294500,5,protein,100,32945,True,0.7831021394724799,0.9720072911375652,0.8775547153050225,0.9720072911375652,False
471300,0.14305660950068297,0.00428385174147886,0.0006981332523903475,0.0002350637043720795,19.391304347826086,3.0,47.0519963356311,/data/shared_data/KEGG_data/sourmash_sketches/output_KOs/KOs_sketched/KOs_sketched_scaled_100.sig.zip,ko:K03327,d2f88b384edf109bb3f27029a1cb7da6,0.8778170981560812,2300,30,96400,/data/dmk333/temp/FreshFun/FunUniFrac/experiments/QIITA_study/joined/EGAF00002727226.fastq,,0dbd9834,3294500,5,protein,100,32945,True,0.7220127840959027,0.9742733141433676,0.8481430491196351,0.9742733141433676,False
212200,0.06441038093792685,0.009364820846905538,0.0006981332523903475,3.425816319324028e-05,2.8260869565217392,2.0,2.680885219037912,/data/shared_data/KEGG_data/sourmash_sketches/output_KOs/KOs_sketched/KOs_sketched_scaled_100.sig.zip,ko:K06940,e4daf8ad29599fa77b79f024476ef3c3,0.8640065146579805,2300,31,94100,/data/dmk333/temp/FreshFun/FunUniFrac/experiments/QIITA_study/joined/EGAF00002727226.fastq,,0dbd9834,3294500,5,protein,100,32945,True,0.6155090959665991,0.9711882142276361,0.7933486550971176,0.9711882142276361,False
456300,0.13850356655031112,0.004262416604892513,0.0006981332523903475,2.9514725212637785e-05,2.4347826086956523,1.0,3.1736152331990715,/data/shared_data/KEGG_data/sourmash_sketches/output_KOs/KOs_sketched/KOs_sketched_scaled_100.sig.zip,ko:K12308,a3aec7bf02fc912d1c68b204d3d47342,0.8456263899184581,2300,32,91800,/data/dmk333/temp/FreshFun/FunUniFrac/experiments/QIITA_study/joined/EGAF00002727226.fastq,,0dbd9834,3294500,5,protein,100,32945,True,0.7173572520839169,0.9670205550110441,0.8421889035474805,0.9670205550110441,False
666100,0.20218546061617848,0.0025223861773237483,0.0006070723933829109,3.2677017199706116e-05,3.1,1.0,3.8974350539810154,/data/shared_data/KEGG_data/sourmash_sketches/output_KOs/KOs_sketched/KOs_sketched_scaled_100.sig.zip,ko:K01179,c25f7afa3ec56f94cff49d2e54b7ede4,0.8400807163576743,2000,33,89800,/data/dmk333/temp/FreshFun/FunUniFrac/experiments/QIITA_study/joined/EGAF00002727226.fastq,,0dbd9834,3294500,5,protein,100,32945,True,0.7737368590040259,0.9657488577732893,0.8697428583886576,0.9657488577732893,False
588500,0.17863105175292154,0.0028551034975017845,0.0006070723933829109,2.635243322556945e-05,2.5,2.0,2.539685019840059,/data/shared_data/KEGG_data/sourmash_sketches/output_KOs/KOs_sketched/KOs_sketched_scaled_100.sig.zip,ko:K01915,099f63757c2bcfcf2cd07c164b18828a,0.8401142041399001,2000,34,87800,/data/dmk333/temp/FreshFun/FunUniFrac/experiments/QIITA_study/joined/EGAF00002727226.fastq,,0dbd9834,3294500,5,protein,100,32945,True,0.7548048687020082,0.9657565570981617,0.8602807129000849,0.9657565570981617,False
421000,0.12778873880710276,0.0038910505836575876,0.0005767187737137654,3.162291987068334e-05,3.1578947368421053,2.0,4.170865843401884,/data/shared_data/KEGG_data/sourmash_sketches/output_KOs/KOs_sketched/KOs_sketched_scaled_100.sig.zip,ko:K06871,95e1d090f9e37262619b69e8e813338f,0.8621748924841286,1900,35,85900,/data/dmk333/temp/FreshFun/FunUniFrac/experiments/QIITA_study/joined/EGAF00002727226.fastq,,0dbd9834,3294500,5,protein,100,32945,True,0.7058977840345753,0.9707760969194631,0.8383369404770191,0.9707760969194631,False
56800,0.01724085597207467,0.0297339593114241,0.0005767187737137654,1.7392605928875836e-05,1.736842105263158,1.0,1.408325069501016,/data/shared_data/KEGG_data/sourmash_sketches/output_KOs/KOs_sketched/KOs_sketched_scaled_100.sig.zip,ko:K12236,2a95b2b0cdd7bd9e4dafc79fe1a54053,0.8888888888888888,1900,36,84000,/data/dmk333/temp/FreshFun/FunUniFrac/experiments/QIITA_study/joined/EGAF00002727226.fastq,,0dbd9834,3294500,5,protein,100,32945,True,0.4728844862733066,0.9767186838611739,0.7248015850672402,0.9767186838611739,False
536300,0.16278646228562757,0.002839564600094652,0.0005463651540446198,2.2663092573989727e-05,2.388888888888889,2.0,2.4751854899939407,/data/shared_data/KEGG_data/sourmash_sketches/output_KOs/KOs_sketched/KOs_sketched_scaled_100.sig.zip,ko:K01874,68cc91de668cb360ca411539424dffd4,0.8460324972393122,1800,37,82200,/data/dmk333/temp/FreshFun/FunUniFrac/experiments/QIITA_study/joined/EGAF00002727226.fastq,,0dbd9834,3294500,5,protein,100,32945,True,0.7409125629768102,0.9671134184111738,0.854012990693992,0.9671134184111738,False
599000,0.18181818181818182,0.0023849607182940516,0.0005160115343754742,1.6865557264364447e-05,1.8823529411764706,1.0,1.1314931800983143,/data/shared_data/KEGG_data/sourmash_sketches/output_KOs/KOs_sketched/KOs_sketched_scaled_100.sig.zip,ko:K01869,f9cdf8d65a712a1400faa71dcbd1bb7d,0.840347923681257,1700,38,80500,/data/dmk333/temp/FreshFun/FunUniFrac/experiments/QIITA_study/joined/EGAF00002727226.fastq,,0dbd9834,3294500,5,protein,100,32945,True,0.75747929075858,0.965810285761478,0.861644788260029,0.965810285761478,False
618300,0.1876764304143269,0.002226551628165878,0.0004856579147063287,1.3176216612784725e-05,1.5625,1.0,0.7043392293490403,/data/shared_data/KEGG_data/sourmash_sketches/output_KOs/KOs_sketched/KOs_sketched_scaled_100.sig.zip,ko:K03088,68e375d6a9c3702fff8b13ff5c51931a,0.8604230448093515,1600,39,78900,/data/dmk333/temp/FreshFun/FunUniFrac/experiments/QIITA_study/joined/EGAF00002727226.fastq,,0dbd9834,3294500,5,protein,100,32945,True,0.7622988220742367,0.9703812731388284,0.8663400476065326,0.9703812731388284,False
674000,0.204583396570041,0.0019013816706806947,0.0004553042950371832,2.2136043909478338e-05,2.8,2.0,2.7856776554368237,/data/shared_data/KEGG_data/sourmash_sketches/output_KOs/KOs_sketched/KOs_sketched_scaled_100.sig.zip,ko:K07012,b118b3fdb6e99e8595241d013259c5ec,0.8543541640258588,1500,40,77400,/data/dmk333/temp/FreshFun/FunUniFrac/experiments/QIITA_study/joined/EGAF00002727226.fastq,,0dbd9834,3294500,5,protein,100,32945,True,0.7755635300266164,0.9690085032580702,0.8722860166423433,0.9690085032580702,False
471300,0.14305660950068297,0.002781383274615242,0.0004553042950371832,5.323191511565029e-05,6.733333333333333,1.0,16.072613007500955,/data/shared_data/KEGG_data/sourmash_sketches/output_KOs/KOs_sketched/KOs_sketched_scaled_100.sig.zip,ko:K07486,28e8ef6534fbe127ccafac73c3c1ba61,0.873910624884109,1500,41,75900,/data/dmk333/temp/FreshFun/FunUniFrac/experiments/QIITA_study/joined/EGAF00002727226.fastq,,0dbd9834,3294500,5,protein,100,32945,True,0.7220127840959027,0.9734046216169131,0.8477087028564079,0.9734046216169131,False
338800,0.10283806343906511,0.003799392097264438,0.0004553042950371832,1.581145993534167e-05,2.0,2.0,1.2649110640673518,/data/shared_data/KEGG_data/sourmash_sketches/output_KOs/KOs_sketched/KOs_sketched_scaled_100.sig.zip,ko:K07491,40eb8a822a319472f9816bebc8c88c9f,0.8581560283687943,1500,42,74400,/data/dmk333/temp/FreshFun/FunUniFrac/experiments/QIITA_study/joined/EGAF00002727226.fastq,,0dbd9834,3294500,5,protein,100,32945,True,0.6758869788466507,0.969869387167026,0.8228781830068383,0.969869387167026,False
936500,0.28426164820154803,0.0012819338888380185,0.00042495067536803765,2.4244238567523894e-05,3.2857142857142856,2.0,2.8891069165938124,/data/shared_data/KEGG_data/sourmash_sketches/output_KOs/KOs_sketched/KOs_sketched_scaled_100.sig.zip,ko:K01768,3a9a6fa7f643fd8e25fe2a1e2974c178,0.8575222049262888,1400,43,73000,/data/dmk333/temp/FreshFun/FunUniFrac/experiments/QIITA_study/joined/EGAF00002727226.fastq,,0dbd9834,3294500,5,protein,100,32945,True,0.8282986542014198,0.9697260781123671,0.8990123661568934,0.9697260781123671,False
431300,0.13091516163302475,0.002894356005788712,0.00042495067536803765,1.6338508599853058e-05,2.2142857142857144,1.0,2.1771072363040247,/data/shared_data/KEGG_data/sourmash_sketches/output_KOs/KOs_sketched/KOs_sketched_scaled_100.sig.zip,ko:K07552,26a93f0186049063203b0eed6cfabbf3,0.8916683894976225,1400,44,71600,/data/dmk333/temp/FreshFun/FunUniFrac/experiments/QIITA_study/joined/EGAF00002727226.fastq,,0dbd9834,3294500,5,protein,100,32945,True,0.7093185065713199,0.9773287490728314,0.8433236278220757,0.9773287490728314,False
721900,0.2191227803915617,0.0015105740181268882,0.0003945970556988921,2.7933579219103617e-05,4.076923076923077,2.0,8.099967126823497,/data/shared_data/KEGG_data/sourmash_sketches/output_KOs/KOs_sketched/KOs_sketched_scaled_100.sig.zip,ko:K01187,5f7af0be5a83febe1e8e70f28da8e671,0.8388333720660005,1300,45,70300,/data/dmk333/temp/FreshFun/FunUniFrac/experiments/QIITA_study/joined/EGAF00002727226.fastq,,0dbd9834,3294500,5,protein,100,32945,True,0.7862864792833572,0.9654619002503128,0.875874189766835,0.9654619002503128,False
267800,0.08128699347397177,0.004033509152963078,0.0003945970556988921,1.2649167948273336e-05,1.8461538461538463,1.0,1.2917581249035897,/data/shared_data/KEGG_data/sourmash_sketches/output_KOs/KOs_sketched/KOs_sketched_scaled_100.sig.zip,ko:K01223,03e3055413bc0c0fc5148f9bb922713d,0.830902885510394,1300,46,69000,/data/dmk333/temp/FreshFun/FunUniFrac/experiments/QIITA_study/joined/EGAF00002727226.fastq,,0dbd9834,3294500,5,protein,100,32945,True,0.6448333846834177,0.9636294260263681,0.8042314053548929,0.9636294260263681,False
720600,0.2187281833358628,0.001528332941453092,0.0003945970556988921,1.7392605928875836e-05,2.5384615384615383,1.0,1.9460170216420796,/data/shared_data/KEGG_data/sourmash_sketches/output_KOs/KOs_sketched/KOs_sketched_scaled_100.sig.zip,ko:K07720,e710b8253adf9ed7fd6850b9ffce4faa,0.8471667058546908,1300,47,67700,/data/dmk333/temp/FreshFun/FunUniFrac/experiments/QIITA_study/joined/EGAF00002727226.fastq,,0dbd9834,3294500,5,protein,100,32945,True,0.7860030855966228,0.9673725859094185,0.8766878357530207,0.9673725859094185,False
